Geo Point;Geo Shape;OBJECTID;IDREFLIGA;IDREFLIGC;INDICE_LIG;RES_COM;RESEAU;MODE_;FER;TRAIN;RER;METRO;TRAMWAY;NAVETTE;VAL;IDF;EXTCODE
48.8916868903, 2.49620947176;"{""type"": ""LineString"", ""coordinates"": [[2.479793329961401, 48.89401251501928, 0.0], [2.481197722405834, 48.893804725496125, 0.0], [2.482784825989295, 48.89358618952957, 0.0], [2.486294326270926, 48.89306533586322, 0.0], [2.489865193721433, 48.892576412576965, 0.0], [2.49315463000745, 48.8921163153306, 0.0], [2.496267288843588, 48.89168611101783, 0.0], [2.499755003990543, 48.891207702729695, 0.0], [2.501755019254608, 48.89093049383821, 0.0], [2.506235894697583, 48.89031483248706, 0.0], [2.50687858796131, 48.89022644904722, 0.0], [2.50855849299117, 48.88998777777983, 0.0], [2.508957648940871, 48.88992236626066, 0.0], [2.509392246574917, 48.88985137720946, 0.0], [2.509862766838769, 48.889763963817956, 0.0], [2.510292260577928, 48.88967870192147, 0.0], [2.510730698786668, 48.88958666904331, 0.0], [2.511151789939301, 48.889487047296036, 0.0], [2.511647841755376, 48.88936256437549, 0.0], [2.512112092573541, 48.88922480279171, 0.0], [2.512566821462173, 48.88907659470566, 0.0]]}";1359.0;A01843;C01729;E;RER E;RER E;RER;1;0;1;0;0;0;0;1.0;800:E
48.8864154336, 2.51900424343;"{""type"": ""LineString"", ""coordinates"": [[2.512566821462173, 48.88907659470566, 0.0], [2.512998832387353, 48.888924515379514, 0.0], [2.51336355369073, 48.888784347605245, 0.0], [2.514432503756536, 48.88834352057677, 0.0], [2.515351998005951, 48.88794826774535, 0.0], [2.517499182084499, 48.88705597118021, 0.0], [2.521107305737947, 48.885521719400764, 0.0], [2.52210153410764, 48.885103250811575, 0.0], [2.525434250765843, 48.88373428097723, 0.0]]}";1365.0;A01844;C01730;P;LIGNE P;PARIS EST;Train;1;1;0;0;0;0;0;1.0;800:P
48.8795117707, 2.53892652252;"{""type"": ""LineString"", ""coordinates"": [[2.525434250765843, 48.88373428097723, 0.0], [2.526666287004969, 48.88322464273962, 0.0], [2.529893665234711, 48.88189251276156, 0.0], [2.532193078549603, 48.88094638425414, 0.0], [2.53263711346043, 48.880766017590894, 0.0], [2.533258374056588, 48.88052186468117, 0.0], [2.533787208099623, 48.880321963756685, 0.0], [2.534420641712197, 48.88009741051807, 0.0], [2.535060507629551, 48.87988882378437, 0.0], [2.53570041386419, 48.87969165420274, 0.0], [2.536810253929025, 48.87937564330709, 0.0], [2.53760020105514, 48.87917439357388, 0.0], [2.538355588221693, 48.87899223367205, 0.0], [2.538972613438071, 48.87885219000443, 0.0], [2.539638713895057, 48.878715863499934, 0.0], [2.540322132397052, 48.87858140561485, 0.0], [2.54108058223252, 48.878446808795324, 0.0], [2.541775614810747, 48.87833135645167, 0.0], [2.542626436694511, 48.878204198988534, 0.0], [2.543448481188119, 48.87809802464671, 0.0], [2.5444321247588, 48.87798964755984, 0.0], [2.545955286181782, 48.87784791717988, 0.0], [2.54833518545465, 48.87762083257569, 0.0], [2.552881649780832, 48.877157839702775, 0.0]]}";1366.0;A01844;C01730;P;LIGNE P;PARIS EST;Train;1;1;0;0;0;0;0;1.0;800:P
48.9128983303, 2.33503943874;"{""type"": ""LineString"", ""coordinates"": [[2.333924890479715, 48.911964897880885, 0.0], [2.334008448012597, 48.91206150201879, 0.0], [2.334101318271287, 48.912154337596455, 0.0], [2.334203113315469, 48.91224301573478, 0.0], [2.334313402671717, 48.912327165303815, 0.0], [2.334384938278545, 48.91237630884501, 0.0], [2.336177340425487, 48.91380735381973, 0.0]]}";1378.0;A01546;C01383;13;M13;Métro;Metro;0;0;0;1;0;0;0;1.0;100110013:13
48.9128983303, 2.33503943874;"{""type"": ""LineString"", ""coordinates"": [[2.333924890479715, 48.911964897880885, 0.0], [2.334008448012597, 48.91206150201879, 0.0], [2.334101318271287, 48.912154337596455, 0.0], [2.334203113315469, 48.91224301573478, 0.0], [2.334313402671717, 48.912327165303815, 0.0], [2.334384938278545, 48.91237630884501, 0.0], [2.336177340425487, 48.91380735381973, 0.0]]}";1385.0;A01546;C01383;13;M13;Métro;Metro;0;0;0;1;0;0;0;1.0;100110013:13
48.9128983303, 2.33503943874;"{""type"": ""LineString"", ""coordinates"": [[2.333924890479715, 48.911964897880885, 0.0], [2.334008448012597, 48.91206150201879, 0.0], [2.334101318271287, 48.912154337596455, 0.0], [2.334203113315469, 48.91224301573478, 0.0], [2.334313402671717, 48.912327165303815, 0.0], [2.334384938278545, 48.91237630884501, 0.0], [2.336177340425487, 48.91380735381973, 0.0]]}";1389.0;A01546;C01383;13;M13;Métro;Metro;0;0;0;1;0;0;0;1.0;100110013:13
48.9128983303, 2.33503943874;"{""type"": ""LineString"", ""coordinates"": [[2.333924890479715, 48.911964897880885, 0.0], [2.334008448012597, 48.91206150201879, 0.0], [2.334101318271287, 48.912154337596455, 0.0], [2.334203113315469, 48.91224301573478, 0.0], [2.334313402671717, 48.912327165303815, 0.0], [2.334384938278545, 48.91237630884501, 0.0], [2.336177340425487, 48.91380735381973, 0.0]]}";1391.0;A01546;C01383;13;M13;Métro;Metro;0;0;0;1;0;0;0;1.0;100110013:13
48.9128983303, 2.33503943874;"{""type"": ""LineString"", ""coordinates"": [[2.333924890479715, 48.911964897880885, 0.0], [2.334008448012597, 48.91206150201879, 0.0], [2.334101318271287, 48.912154337596455, 0.0], [2.334203113315469, 48.91224301573478, 0.0], [2.334313402671717, 48.912327165303815, 0.0], [2.334384938278545, 48.91237630884501, 0.0], [2.336177340425487, 48.91380735381973, 0.0]]}";1393.0;A01546;C01383;13;M13;Métro;Metro;0;0;0;1;0;0;0;1.0;100110013:13
48.7948607505, 2.10402314871;"{""type"": ""LineString"", ""coordinates"": [[2.071847005929401, 48.79870763528835, 0.0], [2.071930959217986, 48.79871552851866, 0.0], [2.072216710538763, 48.7987359766609, 0.0], [2.072579474675331, 48.79875781412333, 0.0], [2.072862898980037, 48.79877217510979, 0.0], [2.07339670251307, 48.798774681352754, 0.0], [2.073713874486058, 48.798774514434655, 0.0], [2.074120918822997, 48.79876825942257, 0.0], [2.074570257201611, 48.79874411437348, 0.0], [2.075095898700846, 48.79870575443047, 0.0], [2.075455455431691, 48.79866970976342, 0.0], [2.075887224661105, 48.79862123822052, 0.0], [2.076227752121453, 48.79857975186269, 0.0], [2.076626900075734, 48.798521310787564, 0.0], [2.07716506105974, 48.79843081224707, 0.0], [2.07764852043101, 48.798316933934665, 0.0], [2.078167738891175, 48.798203905116274, 0.0], [2.078658217708944, 48.798076532368164, 0.0], [2.079083828515797, 48.79795614915085, 0.0], [2.07970072398773, 48.79775767757964, 0.0], [2.08020225629617, 48.79758035736656, 0.0], [2.080682237327531, 48.79739108945262, 0.0], [2.082831239058495, 48.79647994934646, 0.0], [2.08407821011798, 48.79595569704254, 0.0], [2.084495051075953, 48.79578292818973, 0.0], [2.084798183357852, 48.795662251920504, 0.0], [2.085068779097173, 48.79556529741404, 0.0], [2.085472803759792, 48.795432945457634, 0.0], [2.085851533812421, 48.795317192821884, 0.0], [2.086342037093098, 48.795175510300744, 0.0], [2.086926168987106, 48.795034032056186, 0.0], [2.087503001665491, 48.794911569452395, 0.0], [2.088104956144356, 48.79480581469834, 0.0], [2.088696007853362, 48.794719067792464, 0.0], [2.089301405013185, 48.794644244904084, 0.0], [2.089913909264423, 48.794588469047525, 0.0], [2.09054429876811, 48.794556522554586, 0.0], [2.091113408132319, 48.79453633626861, 0.0], [2.09172199049859, 48.79454478562203, 0.0], [2.092341270622694, 48.79457466828989, 0.0], [2.093068461780212, 48.79463095098126, 0.0], [2.093925150711385, 48.79471843643121, 0.0], [2.094774639817521, 48.794805900752586, 0.0], [2.098176203113287, 48.7951604600855, 0.0], [2.101567045015145, 48.79550775765459, 0.0], [2.10300329181604, 48.795658232499086, 0.0], [2.103510872100985, 48.79570448052273, 0.0], [2.103986129960595, 48.795731624861844, 0.0], [2.104472236811199, 48.795749272395476, 0.0], [2.104962034435666, 48.79574789032003, 0.0], [2.105455511439231, 48.79572985839365, 0.0], [2.105949086909674, 48.79569041070288, 0.0], [2.106424732283703, 48.79563426936188, 0.0], [2.106914848316776, 48.7955638785091, 0.0], [2.107390620647533, 48.795479181062994, 0.0], [2.107816052636528, 48.795377724667944, 0.0], [2.108270390515862, 48.79525491057731, 0.0], [2.108728360406763, 48.79512496420476, 0.0], [2.109154025991882, 48.79497115721885, 0.0], [2.109680764025691, 48.79476520547845, 0.0], [2.110294111936995, 48.794518974053865, 0.0], [2.110961593718655, 48.79424667472427, 0.0], [2.111369258162332, 48.794088065982855, 0.0], [2.111697533309683, 48.79396498860572, 0.0], [2.112061828922531, 48.79383960199691, 0.0], [2.112483806336287, 48.79370005213547, 0.0], [2.112801132518071, 48.793607882006135, 0.0], [2.113176151228948, 48.79349916875279, 0.0], [2.11369172125704, 48.793366936094806, 0.0], [2.114286612721081, 48.79321344201142, 0.0], [2.114690340145993, 48.79312619386876, 0.0], [2.115083250085545, 48.79304130261554, 0.0], [2.115443696458172, 48.792968243717226, 0.0], [2.11591216526011, 48.79289777277563, 0.0], [2.116330153700183, 48.792841477695944, 0.0], [2.11687422424131, 48.79277590713132, 0.0], [2.117843448911033, 48.79266118584478, 0.0], [2.120895214199257, 48.79230058968553, 0.0], [2.12276515961669, 48.79208045968901, 0.0], [2.123371895057395, 48.792006960314865, 0.0], [2.123854964587829, 48.79198209806883, 0.0], [2.124117106316824, 48.79197237837199, 0.0], [2.124505010430262, 48.79197130289541, 0.0], [2.124978607028827, 48.791982975227185, 0.0], [2.125773213019912, 48.79204200359494, 0.0], [2.126103812899514, 48.792074090135145, 0.0], [2.126404451834651, 48.79211061667671, 0.0], [2.126827479735518, 48.79217254796331, 0.0], [2.127227320272672, 48.79224612597793, 0.0], [2.12760129539878, 48.792321452990265, 0.0], [2.127994261423026, 48.792412101522544, 0.0], [2.128362701359944, 48.79250989839397, 0.0], [2.128830302441107, 48.79265463765974, 0.0], [2.129149705918469, 48.79276223361234, 0.0], [2.129462265955019, 48.792878809983584, 0.0], [2.130050581171206, 48.79312718041466, 0.0], [2.130828967598358, 48.7934927980301, 0.0], [2.13206509185052, 48.79409304530295, 0.0], [2.132487588843224, 48.794289846410095, 0.0], [2.133002509056168, 48.794520084339, 0.0], [2.13335716335117, 48.7946664018369, 0.0], [2.13369969439922, 48.79478212009287, 0.0], [2.13399604854809, 48.79487347462278, 0.0], [2.134304686413588, 48.794956757804414, 0.0], [2.134637837020887, 48.79503738448375, 0.0], [2.135009117560278, 48.7951135822115, 0.0], [2.1359721799146, 48.79526816122795, 0.0], [2.136050489663708, 48.79528024627206, 0.0]]}";1406.0;A01840;C01727;C;RER C;RER C;RER;1;0;1;0;0;0;0;1.0;800:C
48.9577335203, 2.21188627444;"{""type"": ""LineString"", ""coordinates"": [[2.231110035011993, 48.950304353547466, 0.0], [2.230618923375161, 48.950208725581376, 0.0], [2.229958044697145, 48.950101041167706, 0.0], [2.22938379752255, 48.95002912244919, 0.0], [2.228719221894747, 48.949964254820316, 0.0], [2.228061820683885, 48.94992318525593, 0.0], [2.227350194319123, 48.949898714178275, 0.0], [2.226649336167539, 48.94990517906743, 0.0], [2.226031531561676, 48.949928377633626, 0.0], [2.225431751224789, 48.949968243554316, 0.0], [2.224752442393621, 48.950031823527716, 0.0], [2.224112818105142, 48.95011685180226, 0.0], [2.22355988812403, 48.95020434196695, 0.0], [2.222992454027753, 48.95031560806404, 0.0], [2.222284009217263, 48.950476698198116, 0.0], [2.221615253911829, 48.95065685763171, 0.0], [2.221018739938992, 48.950839463880364, 0.0], [2.220331783065522, 48.951074323815234, 0.0], [2.219738746613332, 48.951311650818, 0.0], [2.219214352979787, 48.951544288800854, 0.0], [2.218707984972419, 48.951791220091565, 0.0], [2.218244967362918, 48.952038193584286, 0.0], [2.217832526969044, 48.95228283694584, 0.0], [2.21743814174728, 48.95252987819864, 0.0], [2.217090747756366, 48.95276507024004, 0.0], [2.216736055056345, 48.95302880545211, 0.0], [2.216352355721841, 48.95333295902083, 0.0], [2.216033765586253, 48.95360386871602, 0.0], [2.206847714441461, 48.96132428890472, 0.0], [2.205670756552687, 48.9623056141098, 0.0], [2.205261567352605, 48.96263111460411, 0.0], [2.204751089968308, 48.96299694638334, 0.0], [2.204291394440727, 48.963286694893945, 0.0], [2.203734043965727, 48.96360725895176, 0.0], [2.203194870949078, 48.963885013209364, 0.0], [2.20272810794125, 48.964110506482974, 0.0], [2.199569281228541, 48.9656033682291, 0.0], [2.196750450023953, 48.96692524278801, 0.0], [2.193442867808299, 48.968496267514055, 0.0]]}";1417.0;A02174;C01748;J;TER;SNCF SAINT-LAZARE;TER;1;1;0;0;0;0;0;1.0;800:TER
48.8512533271, 2.21720003456;"{""type"": ""LineString"", ""coordinates"": [[2.217621080890435, 48.84610294864101, 0.0], [2.217677850199557, 48.846293654285255, 0.0], [2.217723662074243, 48.84650862975517, 0.0], [2.217755892601807, 48.846704705976016, 0.0], [2.217785185939174, 48.84698980715465, 0.0], [2.217759589607089, 48.847604367235505, 0.0], [2.217713051009426, 48.84809314509538, 0.0], [2.21763671982561, 48.84867220018686, 0.0], [2.217441897458479, 48.84979429531697, 0.0], [2.217320445004932, 48.85043445332479, 0.0], [2.217284516088511, 48.85064214902991, 0.0], [2.217270677953445, 48.8507302642016, 0.0], [2.217090790594797, 48.85186766191821, 0.0], [2.21688027197423, 48.8532721121523, 0.0], [2.216876140734322, 48.85329009315532, 0.0], [2.216866440187264, 48.85335662964841, 0.0], [2.216854017892107, 48.85342226424424, 0.0], [2.216852626529476, 48.85343395321325, 0.0], [2.216759874326773, 48.85403367388381, 0.0], [2.216726191708887, 48.854437414007705, 0.0], [2.216688010001731, 48.85501111289101, 0.0], [2.216579936038335, 48.85630865716042, 0.0], [2.216572237792291, 48.85641999136021, 0.0]]}";1419.0;A01855;C01741;U;LIGNE U;LA VERRIERE-LA DEFENSE;Train;1;1;0;0;0;0;0;1.0;800:U
49.0835318389, 2.20450515692;"{""type"": ""LineString"", ""coordinates"": [[2.200978026879316, 49.08930709608885, 0.0], [2.200858886040124, 49.08883668609218, 0.0], [2.200817247554296, 49.08852157256377, 0.0], [2.200820929914095, 49.08817832299847, 0.0], [2.200853268621624, 49.08786991070815, 0.0], [2.200922459442305, 49.087603808351226, 0.0], [2.200994258518992, 49.08738447030166, 0.0], [2.201099004649961, 49.08713369754419, 0.0], [2.201166459457293, 49.08700068428713, 0.0], [2.201291697610338, 49.08676522278638, 0.0], [2.201537793117673, 49.0863941134586, 0.0], [2.201673782621026, 49.086231505541384, 0.0], [2.201857852021466, 49.086010501543896, 0.0], [2.202091248430846, 49.085774267134724, 0.0], [2.20250567587162, 49.08542493572345, 0.0], [2.202788262577688, 49.085222929541395, 0.0], [2.203202412396381, 49.084972515524335, 0.0], [2.203746714512316, 49.08468807873599, 0.0], [2.203889287125589, 49.08461899980039, 0.0], [2.204205967789653, 49.084462892250194, 0.0], [2.204741984239535, 49.0842009230612, 0.0], [2.20509293213278, 49.08402776668637, 0.0], [2.205705814622024, 49.08368764427291, 0.0], [2.205907404134456, 49.08356107744532, 0.0], [2.206162568612107, 49.0833653263573, 0.0], [2.206356035657136, 49.08320277855845, 0.0], [2.206570185460174, 49.08298359839493, 0.0], [2.20679400128443, 49.082732955594714, 0.0], [2.206994628678089, 49.08244811295753, 0.0], [2.2071817069896, 49.082109298318024, 0.0], [2.207312689761099, 49.08175603227995, 0.0], [2.207382050865224, 49.08140809192987, 0.0], [2.207404910227873, 49.081043013116535, 0.0], [2.207375646480392, 49.08071654374962, 0.0], [2.207331194501543, 49.08043951790937, 0.0], [2.207211544546548, 49.08012643533654, 0.0], [2.207058986093821, 49.079833999087924, 0.0], [2.206790397969286, 49.079415533234695, 0.0], [2.206437036530973, 49.07896099924466, 0.0], [2.20594311432761, 49.078342636482795, 0.0], [2.205446725524735, 49.07769904281828, 0.0]]}";1433.0;;;H;TER;SNCF NORD;TER;1;1;0;0;0;0;0;1.0;800:TER
48.9934892156, 2.26161697266;"{""type"": ""LineString"", ""coordinates"": [[2.259655619057618, 48.99609884257494, 0.0], [2.259936038504019, 48.995750918986936, 0.0], [2.26057546032276, 48.994973472504206, 0.0], [2.261835158362254, 48.99338618340801, 0.0], [2.262140515774405, 48.9929817089451, 0.0], [2.262417229385822, 48.992537647091815, 0.0], [2.262541924089943, 48.99231200999636, 0.0], [2.26268993446837, 48.992029733002774, 0.0], [2.262884447316756, 48.991526981431136, 0.0], [2.263150986764796, 48.99075665689007, 0.0], [2.263182622862856, 48.99065124967573, 0.0]]}";1435.0;;;H;TER;SNCF NORD;TER;1;1;0;0;0;0;0;1.0;800:TER
49.0187775928, 2.23598096431;"{""type"": ""LineString"", ""coordinates"": [[2.229376488386948, 49.02177395624445, 0.0], [2.229782565441072, 49.02159168744298, 0.0], [2.230405307962166, 49.02131529049074, 0.0], [2.23090351568045, 49.02108553755557, 0.0], [2.231916333809215, 49.020621543401255, 0.0], [2.233104294101219, 49.02008688591308, 0.0], [2.235002521418409, 49.01923404597375, 0.0], [2.235543105019262, 49.01898812370755, 0.0], [2.236943116450256, 49.01835536291396, 0.0], [2.237702643080775, 49.01800980115395, 0.0], [2.239198282595041, 49.017348860962805, 0.0], [2.239857151502305, 49.01706024488593, 0.0], [2.24039850736022, 49.016811287614544, 0.0], [2.240903643902251, 49.01656512026528, 0.0], [2.241496124230893, 49.01622435879959, 0.0], [2.241928664590731, 49.01596302864393, 0.0], [2.24235166954054, 49.015680106451185, 0.0], [2.242479108496568, 49.015584975459475, 0.0]]}";1436.0;;;H;TER;SNCF NORD;TER;1;1;0;0;0;0;0;1.0;800:TER
48.9447488719, 2.0671612677;"{""type"": ""LineString"", ""coordinates"": [[2.041072289675926, 48.93326540612854, 0.0], [2.045668504587519, 48.93529966502182, 0.0], [2.048460294797077, 48.93653211266265, 0.0], [2.053997431953846, 48.938980034483606, 0.0], [2.063909453931477, 48.943358356350146, 0.0], [2.069404894499701, 48.94578163311858, 0.0], [2.072525787399531, 48.9471641609139, 0.0], [2.075109865164508, 48.94830505866521, 0.0], [2.087559970412699, 48.95376495153617, 0.0], [2.088475704144185, 48.9541523995623, 0.0], [2.089216048741711, 48.95442352812452, 0.0], [2.089784880943044, 48.954616830409066, 0.0], [2.09041982801554, 48.95480379054842, 0.0], [2.091033257892704, 48.954959769637476, 0.0], [2.091639584520061, 48.955091935833345, 0.0], [2.092029394089491, 48.955171289332526, 0.0], [2.092321810369193, 48.95521950257172, 0.0], [2.092971637236077, 48.95532320200608, 0.0], [2.093521901580612, 48.95540224453111, 0.0]]}";1438.0;A02174;C01748;J;TER;SNCF SAINT-LAZARE;TER;1;1;0;0;0;0;0;1.0;800:TER
48.9952497407, 1.93446089265;"{""type"": ""LineString"", ""coordinates"": [[1.91353050809466, 48.99259195475149, 0.0], [1.914576327498934, 48.99291161503717, 0.0], [1.915593398212429, 48.99321516514029, 0.0], [1.916555546139149, 48.99351142624859, 0.0], [1.917579668505943, 48.99383877849321, 0.0], [1.920263019336911, 48.994741973170775, 0.0], [1.920984351431904, 48.994962309530834, 0.0], [1.921384748750244, 48.99507797624157, 0.0], [1.92182845850146, 48.99520331234422, 0.0], [1.922400355372786, 48.995350526662065, 0.0], [1.923482825723805, 48.995628070229905, 0.0], [1.92455996185554, 48.9958960667543, 0.0], [1.92531248088211, 48.99606652162601, 0.0], [1.926220369315713, 48.99625180470593, 0.0], [1.926910003834282, 48.996375626036155, 0.0], [1.927596122291052, 48.996487532344894, 0.0], [1.928532127221156, 48.99660895228301, 0.0], [1.929212208220014, 48.99668632747381, 0.0], [1.929933029999748, 48.996756705033796, 0.0], [1.931057849940289, 48.996839219235376, 0.0], [1.932109699192833, 48.99689112723586, 0.0], [1.932825555334845, 48.99690614782384, 0.0], [1.933644538996546, 48.99691260485347, 0.0], [1.934422973373977, 48.996902853489175, 0.0], [1.935250354420043, 48.99687720845795, 0.0], [1.935923210175312, 48.99684387816518, 0.0], [1.936669432121215, 48.99679295403667, 0.0], [1.937521592397335, 48.99672098118938, 0.0], [1.938341304558058, 48.99663639680717, 0.0], [1.939367496568034, 48.99650612551201, 0.0], [1.940108768293799, 48.99639448845814, 0.0], [1.941037548214503, 48.99623531262664, 0.0], [1.941874172375299, 48.99606867399918, 0.0], [1.942792434493267, 48.99586661825114, 0.0], [1.94365924570416, 48.99565367265234, 0.0], [1.944982759903459, 48.995301306452596, 0.0], [1.949599332851387, 48.994095515878435, 0.0], [1.953609858696253, 48.99308826854502, 0.0], [1.955479247534605, 48.992613881639144, 0.0]]}";1440.0;A02174;C01748;J;TER;SNCF SAINT-LAZARE;TER;1;1;0;0;0;0;0;1.0;800:TER
48.9866431474, 1.7091422869;"{""type"": ""LineString"", ""coordinates"": [[1.715210986447546, 48.983654507541004, 0.0], [1.714876713955381, 48.983788316553415, 0.0], [1.713600965108449, 48.98433101806053, 0.0], [1.712641222925728, 48.984754079445864, 0.0], [1.712284705578705, 48.98493058933371, 0.0], [1.711411070835274, 48.98540407886332, 0.0], [1.708445222531689, 48.9871303023471, 0.0], [1.707197842322636, 48.987799197118015, 0.0], [1.706378210456435, 48.98818807925704, 0.0], [1.705757817330407, 48.98845115279417, 0.0], [1.704968622676812, 48.98871963626297, 0.0], [1.70427599037051, 48.9889759579842, 0.0], [1.703016134167223, 48.989502508030505, 0.0]]}";1445.0;A01852;C01739;J;LIGNE J;SNCF SAINT-LAZARE;Train;1;1;0;0;0;0;0;1.0;800:J
48.9416678712, 2.15076073994;"{""type"": ""LineString"", ""coordinates"": [[2.144558756800802, 48.945795934518046, 0.0], [2.146753189057277, 48.94439103172525, 0.0], [2.14745577502546, 48.94391394942269, 0.0], [2.147933873262263, 48.94357449457276, 0.0], [2.148459092094536, 48.94318990649488, 0.0], [2.148973504613955, 48.942795781350526, 0.0], [2.149404596685325, 48.942463379849556, 0.0], [2.149911625986352, 48.94210730967307, 0.0], [2.150342526973852, 48.9418224908282, 0.0], [2.150766182551382, 48.94154241953934, 0.0], [2.151349105221197, 48.941169810212344, 0.0], [2.153087010268662, 48.940044806929784, 0.0], [2.153651740968178, 48.93969832985609, 0.0], [2.154545805962058, 48.9391715445828, 0.0], [2.155276891353209, 48.93876107928797, 0.0], [2.157086496469818, 48.93773606341459, 0.0]]}";1448.0;A01856;C01742;A;RER A;RER A;RER;1;0;1;0;0;0;0;1.0;810:A
49.0417916679, 2.11873001111;"{""type"": ""LineString"", ""coordinates"": [[2.128263873923673, 49.033987636271455, 0.0], [2.128129194074634, 49.034113715787555, 0.0], [2.127001222509834, 49.03514131753568, 0.0], [2.126554371205225, 49.03555093473141, 0.0], [2.126148450092699, 49.035907090451964, 0.0], [2.125911377526481, 49.03612793351793, 0.0], [2.12554623049908, 49.036468101551904, 0.0], [2.12521636011758, 49.036808334727496, 0.0], [2.125137259772239, 49.03689919806773, 0.0], [2.124921739789295, 49.03715576938806, 0.0], [2.124701970925326, 49.03741818034744, 0.0], [2.124508532850205, 49.037707907023204, 0.0], [2.12440497701337, 49.03785768139787, 0.0], [2.124326846051249, 49.037970682918875, 0.0], [2.124059183968403, 49.03838472483637, 0.0], [2.123776786101228, 49.038804811006315, 0.0], [2.123509210313695, 49.03921103870588, 0.0], [2.123276559854186, 49.03955502910891, 0.0], [2.123100396882108, 49.03980470005338, 0.0], [2.122898114370557, 49.04008399728096, 0.0], [2.12250205708275, 49.04057156555514, 0.0], [2.121908172963902, 49.041253005346746, 0.0], [2.121542675220651, 49.041629116409815, 0.0], [2.121276213118279, 49.04187861479338, 0.0], [2.120950794296375, 49.042158576515476, 0.0], [2.120635065769966, 49.042411577662996, 0.0], [2.12029610305886, 49.04265913833664, 0.0], [2.119932502105776, 49.04290935003786, 0.0], [2.11951273202694, 49.04317743811158, 0.0], [2.119077985287255, 49.04342841147821, 0.0], [2.118628222981144, 49.043671260106215, 0.0], [2.118168981940748, 49.04389070806361, 0.0], [2.117752285473035, 49.04407876024903, 0.0], [2.117253422064275, 49.04428553856905, 0.0], [2.116779262196315, 49.044473477956316, 0.0], [2.11632440698335, 49.04462638000719, 0.0], [2.115877800296, 49.04476940466895, 0.0], [2.115450420487825, 49.04489537797772, 0.0], [2.115038154341169, 49.045006091655345, 0.0], [2.114254838940086, 49.04518712632793, 0.0], [2.113839944694883, 49.0452726509574, 0.0], [2.113425656976553, 49.045347331347266, 0.0], [2.11300892676945, 49.045412217757935, 0.0], [2.112633856150531, 49.04546364254553, 0.0], [2.112022053058747, 49.04552899151093, 0.0], [2.11138984248111, 49.04556911615135, 0.0], [2.110894539819698, 49.04558612667887, 0.0], [2.110754998510663, 49.04558675096887, 0.0], [2.110445627189619, 49.04558799326531, 0.0], [2.110005283062125, 49.045570484125804, 0.0], [2.109539658597023, 49.04554626751525, 0.0], [2.109099345927297, 49.04552209925562, 0.0], [2.108193440028024, 49.04546705174223, 0.0], [2.107233059674136, 49.04539401994291, 0.0]]}";1451.0;A02181;C01863;H;TER;SNCF NORD;TER;1;1;0;0;0;0;0;1.0;800:TER
48.9275315656, 2.40609224394;"{""type"": ""LineString"", ""coordinates"": [[2.386388291064694, 48.92435387966092, 0.0], [2.389018133977532, 48.92478587365258, 0.0], [2.392434522542798, 48.92533388242894, 0.0], [2.395446508129437, 48.92582965320484, 0.0], [2.397133090234305, 48.92609525835423, 0.0], [2.398863006496915, 48.9263512970188, 0.0], [2.401131064422231, 48.92668553071205, 0.0], [2.402452937452991, 48.926901301573565, 0.0], [2.404948641933777, 48.927313850034764, 0.0], [2.410962349463101, 48.92831419740778, 0.0], [2.413640642494941, 48.92875601693751, 0.0], [2.417329632422147, 48.929355067842664, 0.0], [2.420180742751204, 48.929829553573626, 0.0], [2.421591578284466, 48.93005923482367, 0.0], [2.423738953800848, 48.93040693302665, 0.0], [2.425791425559954, 48.93073957031752, 0.0]]}";1461.0;A01857;C01743;B;RER B;RER B;RER;1;0;1;0;0;0;0;1.0;810:B
