Geo Point;Geo Shape;OBJECTID;IDREFLIGA;IDREFLIGC;INDICE_LIG;RES_COM;RESEAU;MODE_;FER;TRAIN;RER;METRO;TRAMWAY;NAVETTE;VAL;IDF;EXTCODE
48.9578274535, 2.1115298712;"{""type"": ""LineString"", ""coordinates"": [[2.093521901580612, 48.95540224453111, 0.0], [2.095275119180811, 48.955654064388554, 0.0], [2.096018815220241, 48.95577460055809, 0.0], [2.096618009515849, 48.95589244985157, 0.0], [2.097199058945369, 48.956026914310016, 0.0], [2.097718688332133, 48.95616124466473, 0.0], [2.098281520495417, 48.95632897650449, 0.0], [2.098880347475981, 48.956525331014426, 0.0], [2.099544077984347, 48.956750368259605, 0.0], [2.100608189393563, 48.95711899271907, 0.0], [2.101315248701186, 48.95735362746025, 0.0], [2.101924995466158, 48.95753809210881, 0.0], [2.102520396662549, 48.9577011077294, 0.0], [2.103123116157908, 48.957845103723315, 0.0], [2.10378009657946, 48.95797730778482, 0.0], [2.105895487496369, 48.958393226526475, 0.0], [2.106750946297849, 48.95858172935578, 0.0], [2.107656871894758, 48.9587976901254, 0.0], [2.10843651616127, 48.95897532140973, 0.0], [2.109136849052834, 48.959114719293304, 0.0], [2.109956464466103, 48.959244833795324, 0.0], [2.110639000414662, 48.959327083613374, 0.0], [2.111484219680787, 48.95939061488035, 0.0], [2.112322369032908, 48.95942081579221, 0.0], [2.113048645423283, 48.95941985921476, 0.0], [2.113803934326044, 48.95939516179983, 0.0], [2.114483473045252, 48.959341760471695, 0.0], [2.115260661327089, 48.95926713041187, 0.0], [2.1162728894209, 48.959152498848795, 0.0], [2.117111658406051, 48.95904228229965, 0.0], [2.118178295502507, 48.95887777293547, 0.0], [2.11932823883308, 48.95866582398323, 0.0], [2.120514540667297, 48.958412715591315, 0.0], [2.121747998698349, 48.95815101361782, 0.0], [2.124008480816989, 48.95763495050819, 0.0], [2.124915992428352, 48.957424777452, 0.0], [2.12539347128279, 48.957297175832075, 0.0], [2.126178595154797, 48.95704403509915, 0.0], [2.126703321605904, 48.95684989304958, 0.0], [2.127304104646893, 48.956610682942866, 0.0], [2.127894166345738, 48.95634289591625, 0.0], [2.128563966706861, 48.95601338786181, 0.0], [2.129363096573621, 48.95558242610153, 0.0]]}";1474.0;A02174;C01748;J;TER;SNCF SAINT-LAZARE;TER;1;1;0;0;0;0;0;1.0;800:TER
48.9537436655, 2.24395383018;"{""type"": ""LineString"", ""coordinates"": [[2.25508371139436, 48.95101678180594, 0.0], [2.254921549225827, 48.95165221283468, 0.0], [2.254884998865097, 48.951906775811715, 0.0], [2.254856445777283, 48.95207975427657, 0.0], [2.254801844897676, 48.9523271671612, 0.0], [2.254707444005894, 48.952610239990086, 0.0], [2.254587760587532, 48.95288853767845, 0.0], [2.254464522583103, 48.953131142181334, 0.0], [2.254290649363522, 48.953407021537714, 0.0], [2.254120469110216, 48.953632935219936, 0.0], [2.253961202977405, 48.95381127083217, 0.0], [2.253838151234981, 48.953939664311726, 0.0], [2.253548660036974, 48.954213079124514, 0.0], [2.253244760135622, 48.95446030992415, 0.0], [2.252944518815264, 48.954678988977214, 0.0], [2.252655176735339, 48.9548596066055, 0.0], [2.252336937191794, 48.955035443504244, 0.0], [2.252018724767871, 48.95519462504646, 0.0], [2.251657158006386, 48.95535139126356, 0.0], [2.251205249525729, 48.955517610190945, 0.0], [2.250731694508429, 48.955662394495256, 0.0], [2.250312404539619, 48.95576676897383, 0.0], [2.24980640731436, 48.95586631893533, 0.0], [2.249304063103541, 48.95594207401254, 0.0], [2.248769234527907, 48.95599876826722, 0.0], [2.248281429064058, 48.956024567042306, 0.0], [2.247634683629114, 48.95603120205498, 0.0], [2.247013302793014, 48.955997405676825, 0.0], [2.246475057949377, 48.95594463758255, 0.0], [2.245951314722693, 48.9558657055799, 0.0], [2.245481786619101, 48.95577491731696, 0.0], [2.245052029120419, 48.955672261615085, 0.0], [2.244629528586005, 48.955552955828374, 0.0], [2.244199853611307, 48.955407469307055, 0.0], [2.243719681661203, 48.95521911322948, 0.0], [2.237629727357868, 48.95265145478149, 0.0], [2.235416993589458, 48.951719194728554, 0.0], [2.234146408152569, 48.95119222987754, 0.0], [2.233720456589484, 48.951025294111304, 0.0], [2.233247537452552, 48.950863070829904, 0.0], [2.232691552572382, 48.950688876011085, 0.0], [2.232182473393724, 48.950545651828534, 0.0], [2.231550585693242, 48.95039279475235, 0.0], [2.231110035011993, 48.950304353547466, 0.0]]}";1475.0;A02174;C01748;J;TER;SNCF SAINT-LAZARE;TER;1;1;0;0;0;0;0;1.0;800:TER
48.9853209232, 2.17101295805;"{""type"": ""LineString"", ""coordinates"": [[2.180012382147682, 48.98026352072714, 0.0], [2.179744028518352, 48.980534397773155, 0.0], [2.17943952143388, 48.9808052247129, 0.0], [2.179149542791524, 48.98105465508013, 0.0], [2.178729144981954, 48.98139194229784, 0.0], [2.178265330202148, 48.98173868401558, 0.0], [2.177888571497791, 48.98199037099218, 0.0], [2.177461178654776, 48.98224912582839, 0.0], [2.177026603469663, 48.98249121140953, 0.0], [2.176501567665112, 48.98275934306846, 0.0], [2.175944033983173, 48.983013150491665, 0.0], [2.17535761170449, 48.98325739537508, 0.0], [2.174525169018463, 48.98355839521004, 0.0], [2.17337421097981, 48.98397552111971, 0.0], [2.171919191813018, 48.98450402653379, 0.0], [2.171463047489131, 48.984696093955996, 0.0], [2.170995990963719, 48.98490718010388, 0.0], [2.170572318568492, 48.98511594750829, 0.0], [2.170134094507895, 48.985350864954775, 0.0], [2.169710270453896, 48.98560245836311, 0.0], [2.16924290881962, 48.98589919035854, 0.0], [2.166532546034458, 48.98769873133757, 0.0], [2.16506500094823, 48.98866017298146, 0.0], [2.164586749680049, 48.98895211373551, 0.0], [2.164267965424287, 48.9891324616969, 0.0], [2.163963686196905, 48.98929855765896, 0.0], [2.161906605592158, 48.99028999637593, 0.0]]}";1476.0;A02174;C01748;J;TER;SNCF SAINT-LAZARE;TER;1;1;0;0;0;0;0;1.0;800:TER
48.7007626837, 2.39771640996;"{""type"": ""LineString"", ""coordinates"": [[2.38352086738215, 48.6892154808985, 0.0], [2.383894028197155, 48.689634032941775, 0.0], [2.384278616175597, 48.69005873390678, 0.0], [2.385479790088652, 48.69125757124366, 0.0], [2.386523171967934, 48.692284898663, 0.0], [2.386761932936588, 48.69251329218662, 0.0], [2.386984944401149, 48.6927559967599, 0.0], [2.387365266967555, 48.69320524087359, 0.0], [2.387745152794411, 48.69362794858049, 0.0], [2.388110971545361, 48.69403335416916, 0.0], [2.388690680593495, 48.69468822343342, 0.0], [2.390584909277121, 48.69685051786862, 0.0], [2.391111294308735, 48.69745637388897, 0.0], [2.392306913714768, 48.69882088657027, 0.0], [2.393197881257704, 48.69982942744301, 0.0], [2.394097060252197, 48.70085864067013, 0.0], [2.394637125653265, 48.70147436674775, 0.0], [2.395057483727772, 48.7019489661446, 0.0], [2.395298292520537, 48.702201060675606, 0.0], [2.395532217123596, 48.70243173400354, 0.0], [2.395769717324348, 48.702645750579755, 0.0], [2.39597481521078, 48.70281457608702, 0.0], [2.396189406302, 48.70298235730664, 0.0], [2.396406557798256, 48.703133179000226, 0.0], [2.396643995910609, 48.70328770974431, 0.0], [2.39685984031959, 48.703420837713225, 0.0], [2.397072067759133, 48.70353493314181, 0.0], [2.397323839792489, 48.703651386682914, 0.0], [2.397561222941077, 48.70375594980878, 0.0], [2.397812974568241, 48.70385336675225, 0.0], [2.398075509274095, 48.70394839910329, 0.0], [2.398332908023177, 48.70402455212743, 0.0], [2.398620821477941, 48.70410647918709, 0.0], [2.398906191402911, 48.704181121433805, 0.0], [2.399219021531195, 48.704247570417955, 0.0], [2.399495884554309, 48.70429738448351, 0.0], [2.399902172445371, 48.704356642200516, 0.0], [2.400236535120796, 48.70439452450339, 0.0], [2.400719876289084, 48.70444226683377, 0.0], [2.401174884521062, 48.704479649740584, 0.0], [2.402661987861868, 48.70459196310277, 0.0], [2.403978447190441, 48.70469067441559, 0.0], [2.404503348506374, 48.70473318882034, 0.0], [2.404952769538661, 48.70478526444756, 0.0], [2.405391419191974, 48.70484448311557, 0.0], [2.405750977128509, 48.7048989887829, 0.0], [2.406106956968306, 48.704965392571495, 0.0], [2.406520475199899, 48.70504603495306, 0.0], [2.406955583215603, 48.70514093990563, 0.0], [2.407379928147749, 48.70525012367403, 0.0], [2.407894195455449, 48.70539256204712, 0.0], [2.40845165404197, 48.705570659368, 0.0], [2.408796934739997, 48.70568940573772, 0.0], [2.409196186853166, 48.705841428741955, 0.0], [2.409606251581351, 48.70601009721467, 0.0], [2.410059505998962, 48.706212047533896, 0.0], [2.41051999358486, 48.70644016305795, 0.0], [2.411113589335084, 48.70673005332934, 0.0], [2.414358881169592, 48.70836643170258, 0.0]]}";1479.0;A01842;C01728;D;RER D;RER D;RER;1;0;1;0;0;0;0;1.0;800:D
48.7643703739, 1.97542620523;"{""type"": ""LineString"", ""coordinates"": [[1.943835201056777, 48.75538926869322, 0.0], [1.944667364028943, 48.75559099755985, 0.0], [1.948089958754974, 48.75630451146039, 0.0], [1.949761965640149, 48.756630626206295, 0.0], [1.95098834279538, 48.756882240266435, 0.0], [1.952070762970246, 48.757136527119066, 0.0], [1.952832360409277, 48.75730723778661, 0.0], [1.953986601811341, 48.7575839563403, 0.0], [1.954719421973728, 48.75775455743983, 0.0], [1.955667704796042, 48.757986153882165, 0.0], [1.956716320331152, 48.75827518109275, 0.0], [1.957348324839237, 48.75845494657275, 0.0], [1.957817558002823, 48.75858658021936, 0.0], [1.958387340651808, 48.75874709874267, 0.0], [1.959028977802339, 48.7589237145464, 0.0], [1.959890836127262, 48.759167678353315, 0.0], [1.960465357045865, 48.75933771841221, 0.0], [1.961490013672851, 48.75962979542499, 0.0], [1.963711603908849, 48.76028110622803, 0.0], [1.964640567422104, 48.76054111619817, 0.0], [1.965665533965252, 48.760798257957504, 0.0], [1.966455716218026, 48.76101021319322, 0.0], [1.967217280111452, 48.7611998632285, 0.0], [1.968953232641303, 48.76164350480127, 0.0], [1.970096989484728, 48.761931271902014, 0.0], [1.972363822311808, 48.762495317178804, 0.0], [1.973067927450299, 48.76267363942385, 0.0], [1.973477410427192, 48.762784396444744, 0.0], [1.973861701975016, 48.762895072320156, 0.0], [1.974156210934549, 48.76297928689983, 0.0], [1.974608660204442, 48.763121108864894, 0.0], [1.975000051483632, 48.763246078785315, 0.0], [1.975477595433308, 48.76340225333082, 0.0], [1.976016101591305, 48.76358954949254, 0.0], [1.976525801437547, 48.763779131923826, 0.0], [1.977049780801759, 48.763985413454215, 0.0], [1.977548571904761, 48.76419161190875, 0.0], [1.978083152615097, 48.76442647291585, 0.0], [1.978606956344336, 48.76465891864899, 0.0], [1.979378354397805, 48.76499683059387, 0.0], [1.979963167727697, 48.765255635022584, 0.0], [1.980558770292436, 48.76551684829816, 0.0], [1.981279957062491, 48.765833176924154, 0.0], [1.981983210036676, 48.76614230624942, 0.0], [1.982568066930035, 48.76639871782676, 0.0], [1.983063272717583, 48.76660963986517, 0.0], [1.983709346963289, 48.766863855856535, 0.0], [1.984341132099917, 48.767103748659196, 0.0], [1.985030494888863, 48.7673461933727, 0.0], [1.98565887661744, 48.7675598945088, 0.0], [1.986423754093624, 48.76781446201408, 0.0], [1.989239064432506, 48.76876293098881, 0.0], [1.989673531314358, 48.768916534790684, 0.0], [1.990079236590753, 48.76906528943964, 0.0], [1.990459781456195, 48.76920920857999, 0.0], [1.990750473904049, 48.76933381857678, 0.0], [1.991134506371609, 48.76949440145146, 0.0], [1.991547189518956, 48.76967648375796, 0.0], [1.992006518777412, 48.76988011989825, 0.0], [1.994963320565364, 48.77122384796468, 0.0], [1.995709732354749, 48.771561574582485, 0.0], [1.996108116283379, 48.77173407956733, 0.0], [1.996470650399578, 48.771885062822726, 0.0], [1.996901436443583, 48.772057661878335, 0.0], [1.99727125625033, 48.772196767058944, 0.0], [1.997691377615981, 48.77235029773417, 0.0], [1.998107983785947, 48.772491918234685, 0.0], [1.998564203646575, 48.77263127620023, 0.0], [1.999006107936467, 48.772758692624365, 0.0], [1.999451597836565, 48.77288849759675, 0.0], [2.000008601457484, 48.773030528035186, 0.0], [2.000486510994423, 48.77315804509535, 0.0], [2.001219583688146, 48.773348177122166, 0.0], [2.005718365196384, 48.774574809731874, 0.0], [2.006480182944973, 48.7747792669428, 0.0], [2.006566869057667, 48.77480280977951, 0.0]]}";1483.0;A01855;C01741;U;LIGNE U;LA VERRIERE-LA DEFENSE;Train;1;1;0;0;0;0;0;1.0;800:U
48.7741151956, 2.46142665363;"{""type"": ""LineString"", ""coordinates"": [[2.459368396259053, 48.77990531695967, 0.0], [2.4593715905214, 48.77984552829019, 0.0], [2.459420843517519, 48.778923788634266, 0.0], [2.459572624717776, 48.77726354827119, 0.0], [2.459695679008785, 48.7765982074326, 0.0], [2.459934446396963, 48.77590330679193, 0.0], [2.460207154272526, 48.77545793356428, 0.0], [2.460848421399567, 48.774630400529745, 0.0], [2.461842383719526, 48.77348511716719, 0.0], [2.462237245534871, 48.772915755715914, 0.0], [2.462581195306345, 48.77227295539292, 0.0], [2.462655362776355, 48.771708970893755, 0.0], [2.463120734116186, 48.77087405010121, 0.0], [2.463751735234357, 48.76970197275064, 0.0], [2.464564993211323, 48.768715125271434, 0.0]]}";1484.0;A01541;C01378;8;M8;Métro;Metro;0;0;0;1;0;0;0;1.0;100110008:8
48.8575351089, 2.39219566728;"{""type"": ""LineString"", ""coordinates"": [[2.38972985234297, 48.85846655033305, 0.0], [2.389814467765861, 48.85841063867674, 0.0], [2.389906544880689, 48.85836011521203, 0.0], [2.390005290806112, 48.85831541476181, 0.0], [2.390109866985816, 48.85827691615788, 0.0], [2.390208506867914, 48.85824776919368, 0.0], [2.391456620064829, 48.85789230223473, 0.0], [2.39205855437378, 48.85772086426741, 0.0], [2.392386168879081, 48.85759210226877, 0.0], [2.394273237984915, 48.856578827557655, 0.0], [2.394425337052354, 48.85649022833206, 0.0], [2.394561944549864, 48.85637735808082, 0.0]]}";1485.0;A01535;C01372;2;M2;Métro;Metro;0;0;0;1;0;0;0;1.0;100110002:2
48.8605371197, 2.38863830278;"{""type"": ""LineString"", ""coordinates"": [[2.387607288151709, 48.86265401909355, 0.0], [2.387835956453657, 48.862183747877275, 0.0], [2.389577761684016, 48.85860129799121, 0.0], [2.389585804342266, 48.85859259647261, 0.0], [2.389653412909127, 48.85852737628639, 0.0], [2.38972985234297, 48.85846655033305, 0.0]]}";1486.0;A01535;C01372;2;M2;Métro;Metro;0;0;0;1;0;0;0;1.0;100110002:2
48.8717501836, 2.29014702735;"{""type"": ""LineString"", ""coordinates"": [[2.285335094686169, 48.86979855646068, 0.0], [2.285472074441788, 48.86981330514845, 0.0], [2.285606810753325, 48.869835277333756, 0.0], [2.285738429038159, 48.86986433020432, 0.0], [2.285866079873734, 48.869900275234926, 0.0], [2.285988929429481, 48.86994287992847, 0.0], [2.286059023264315, 48.869971108542956, 0.0], [2.293847236974745, 48.873277765156075, 0.0], [2.293902803116133, 48.8733040866631, 0.0], [2.293966455697641, 48.87334226241801, 0.0], [2.294022184063418, 48.873385493376, 0.0], [2.294069074806563, 48.87343307087449, 0.0], [2.294106357301265, 48.873484212447075, 0.0], [2.294133419820363, 48.873538079904776, 0.0], [2.294149814879736, 48.8735937874607, 0.0], [2.294155278083373, 48.873650419827634, 0.0], [2.294152946541562, 48.87368705160723, 0.0], [2.294149463693696, 48.87374173630178, 0.0], [2.294154895562316, 48.873810843261055, 0.0], [2.294171248876999, 48.87387919711197, 0.0], [2.294198342934435, 48.873946050329906, 0.0], [2.294235882328528, 48.87401066820171, 0.0], [2.294283456741172, 48.874072344113415, 0.0], [2.294340543630234, 48.874130402264655, 0.0], [2.294406519037151, 48.874184204927985, 0.0], [2.294480657427667, 48.87423316413967, 0.0], [2.294490592832005, 48.874238476656075, 0.0]]}";1490.0;A01535;C01372;2;M2;Métro;Metro;0;0;0;1;0;0;0;1.0;100110002:2
48.8722539325, 2.32976805754;"{""type"": ""LineString"", ""coordinates"": [[2.331989522683248, 48.8709917839485, 0.0], [2.331921186224673, 48.871044120144724, 0.0], [2.33185238431283, 48.87109361987756, 0.0], [2.331781274501569, 48.87114160658396, 0.0], [2.331706679665024, 48.871188869604985, 0.0], [2.331261073816848, 48.87143654700647, 0.0], [2.330800651733506, 48.87169245519094, 0.0], [2.330240743698651, 48.87197445691374, 0.0], [2.32791908118968, 48.873286184905616, 0.0], [2.327543081726972, 48.87351338959546, 0.0]]}";1491.0;A01536;C01373;3;M3;Métro;Metro;0;0;0;1;0;0;0;1.0;100110003:3
48.87865074, 2.30090076016;"{""type"": ""LineString"", ""coordinates"": [[2.298310373761529, 48.87797270141955, 0.0], [2.298430598817582, 48.87803930781454, 0.0], [2.298557573832707, 48.87810022124744, 0.0], [2.298690683767284, 48.87815514401097, 0.0], [2.298829276348082, 48.878203808759025, 0.0], [2.298972679817809, 48.87824597681242, 0.0], [2.299090086321498, 48.87827420652144, 0.0], [2.29912019193179, 48.878281445289694, 0.0], [2.299129264600565, 48.87828337802444, 0.0], [2.303528725370108, 48.879214134245586, 0.0]]}";1492.0;A01535;C01372;2;M2;Métro;Metro;0;0;0;1;0;0;0;1.0;100110002:2
48.8834769378, 2.36858097498;"{""type"": ""LineString"", ""coordinates"": [[2.365881358169887, 48.88427894428395, 0.0], [2.366774819624561, 48.88421964808257, 0.0], [2.367833850287432, 48.88415274428226, 0.0], [2.368092098162404, 48.88413275662563, 0.0], [2.368261827294032, 48.88411141914166, 0.0], [2.36841322319777, 48.8840797539604, 0.0], [2.368494014055761, 48.88405297816604, 0.0], [2.36857209787172, 48.884022051134714, 0.0], [2.368648094998615, 48.88398563074888, 0.0], [2.368703266873047, 48.88395333634125, 0.0], [2.368748025567635, 48.883922418734876, 0.0], [2.368788628235825, 48.88389427970605, 0.0], [2.368975384282304, 48.88371369172985, 0.0], [2.369062786353647, 48.88360240820099, 0.0], [2.369181408439018, 48.88345746448048, 0.0], [2.369277145124632, 48.88335510644881, 0.0], [2.36939892148606, 48.88325892177647, 0.0], [2.369876346044897, 48.88295127880139, 0.0], [2.36996413042077, 48.8828899578429, 0.0], [2.370055713864155, 48.882808889573376, 0.0], [2.370122312281105, 48.88273813278425, 0.0], [2.370162893711581, 48.88269210641602, 0.0], [2.370202421616014, 48.88262753753518, 0.0], [2.370229447815184, 48.882555417767406, 0.0], [2.370242935151342, 48.88248055397058, 0.0], [2.370248087930149, 48.88239882582022, 0.0], [2.370249062838294, 48.88230061617613, 0.0], [2.370260166926005, 48.881775227338025, 0.0], [2.370262128023678, 48.88149859591725, 0.0]]}";1493.0;A01535;C01372;2;M2;Métro;Metro;0;0;0;1;0;0;0;1.0;100110002:2
48.8823400068, 2.34071771646;"{""type"": ""LineString"", ""coordinates"": [[2.337294790567405, 48.88239015067237, 0.0], [2.337532538668095, 48.882336640488255, 0.0], [2.338558167921224, 48.8821737315106, 0.0], [2.339487057216237, 48.88202617936634, 0.0], [2.33979203199945, 48.88200505537663, 0.0], [2.340077404350079, 48.882031422387364, 0.0], [2.341532769084847, 48.88235428883831, 0.0], [2.344130633722553, 48.88286864756839, 0.0]]}";1495.0;A01535;C01372;2;M2;Métro;Metro;0;0;0;1;0;0;0;1.0;100110002:2
49.228511499, 2.4534808497;"{""type"": ""LineString"", ""coordinates"": [[2.459520081112193, 49.1873335365493, 0.0], [2.457393035027741, 49.202123786737765, 0.0], [2.456554549866675, 49.20730086553362, 0.0], [2.455836361280597, 49.20931001739014, 0.0], [2.44903116013877, 49.22100249636138, 0.0], [2.44418514990101, 49.229339952598174, 0.0], [2.442510307190429, 49.233630459804836, 0.0], [2.442515288283561, 49.23595874790341, 0.0], [2.44364447306937, 49.23889870640681, 0.0], [2.450962253011323, 49.24710198287682, 0.0], [2.458843796152947, 49.25518165120713, 0.0], [2.468914115351039, 49.26394414450533, 0.0]]}";603.0;A01842;C01728;D;RER D;RER D;RER;1;0;1;0;0;0;0;0.0;800:D
49.2118425272, 1.9133246239;"{""type"": ""LineString"", ""coordinates"": [[1.920547706067206, 49.20269360297641, 0.0], [1.919863356103738, 49.20626720879595, 0.0], [1.91858537541633, 49.2081007258882, 0.0], [1.915620052641178, 49.210387598587296, 0.0], [1.910685707856781, 49.21321856379709, 0.0], [1.908419578399681, 49.21569165789381, 0.0], [1.905299061887723, 49.22080705063383, 0.0]]}";607.0;A01852;C01739;J;LIGNE J;SNCF SAINT-LAZARE;Train;1;1;0;0;0;0;0;0.0;800:J
49.2450622826, 1.89280319225;"{""type"": ""LineString"", ""coordinates"": [[1.905299061887723, 49.22080705063383, 0.0], [1.902824430639971, 49.229732597387596, 0.0], [1.90093511435295, 49.23707808573898, 0.0], [1.899356973694322, 49.24093222356381, 0.0], [1.896946992124124, 49.243588355511136, 0.0], [1.891999131714059, 49.247429447140576, 0.0], [1.889290966470394, 49.25192242305406, 0.0], [1.887146460201944, 49.256141817862755, 0.0], [1.884877179450907, 49.25861443325063, 0.0], [1.88233784436496, 49.25989113652876, 0.0], [1.878537140933148, 49.260887040007006, 0.0], [1.872589469227938, 49.26132229816068, 0.0]]}";608.0;A01852;C01739;J;LIGNE J;SNCF SAINT-LAZARE;Train;1;1;0;0;0;0;0;0.0;800:J
