Address;Cars;Bluecar counter;Utilib counter;Utilib 1.4 counter;Charge Slots;Charging Status;City;Displayed comment;ID;Kind;Geo point;Postal code;Public name;Rental status;Scheduled at;Slots;Station type;Status;Subscription status
41 rue de Tolbiac;0;0;0;0;1;operational;Paris;;paris-tolbiac-41;STATION;48.8279725, 2.3721949;75013;Paris/Tolbiac/41;operational;;5;station;ok;nonexistent
25 rue Henri Barbusse;4;4;0;0;0;operational;Paris;;paris-henribarbusse-25;STATION;48.8415, 2.338973;75005;Paris/Henri Barbusse/25;operational;;1;station;ok;nonexistent
120 cours de Vincennes;0;0;0;0;0;nonexistent;Paris;;paris-vincennes-120;STATION;48.846304, 2.410751;75012;Paris/Vincennes/120;operational;;4;station;ok;nonexistent
6 rue Paulin Enfert;0;0;0;0;0;broken;Paris;;paris-paulinenfert-6;STATION;48.8186561, 2.3623864;75013;Paris/Paulin Enfert/6;broken;;0;station;closed;nonexistent
71 rue Froidevaux;0;0;0;0;0;nonexistent;Paris;;paris-froidevaux-71;STATION;48.8368865, 2.3242513;75014;Paris/Froidevaux/71;operational;;4;station;ok;nonexistent
29 rue du Cotentin;0;0;0;0;1;operational;Paris;;paris-cotentin-29;STATION;48.8385459, 2.3126749;75015;Paris/Cotentin/29;operational;;2;station;ok;nonexistent
42 bis avenue Georges Mandel;2;2;0;0;0;operational;Paris;;paris-georgesmandel-42;STATION;48.8639536, 2.2806137;75016;Paris/Georges Mandel/42;operational;;2;station;ok;nonexistent
1 avenue Georges Mandel;4;4;0;0;0;operational;Paris;;paris-georgesmandel-1;STATION;48.8629938, 2.2857836;75016;Paris/Georges Mandel/1;operational;;1;station;ok;nonexistent
35 rue Mathis;0;0;0;0;0;nonexistent;Paris;;paris-mathis-35;STATION;48.8911334, 2.3725951;75019;Paris/Mathis/35;operational;;4;station;ok;nonexistent
10 rue de Berri;2;2;0;0;0;operational;Paris;;paris-berri-10;STATION;48.8724475, 2.3041662;75008;Paris/Berri/10;operational;;0;station;ok;nonexistent
2 avenue Parmentier;1;1;0;0;1;operational;Paris;;paris-parmentier-2;SPACE;48.8584385, 2.3800903;75011;Paris/Parmentier/2;operational;;4;full_station;ok;operational
59 Boulevard Voltaire;1;1;0;0;1;operational;Paris;;paris-voltaire-59;STATION;48.8619069, 2.3735705;75011;Paris/Voltaire/59;operational;;4;station;ok;nonexistent
24 Rue Vulpian;2;2;0;0;0;operational;Paris;;paris-vulpian-24;STATION;48.8310493, 2.3460584;75013;Paris/Vulpian/24;operational;;1;station;ok;nonexistent
91 Rue du Faubourg Saint-Honoré;0;0;0;0;0;broken;Paris;;paris-sainthonore-91;STATION;48.872047, 2.3131252;75008;Paris/Saint-Honoré/91;broken;;0;station;closed;nonexistent
73 Rue de Rome;1;1;0;1;2;operational;Paris;;paris-rome-73;STATION;48.881834, 2.32056;75008;Paris/Rome/73;operational;;3;station;ok;nonexistent
54 Boulevard Sérurier;3;3;0;0;0;operational;Paris;;paris-serurier-54;SPACE;48.88075, 2.397629;75019;Paris/Sérurier/54;operational;;2;full_station;ok;operational
6 place Adolphe Max;1;1;1;0;0;nonexistent;Paris;;paris-adolphemax-6;STATION;48.883011, 2.329596;75009;Paris/Adolphe Max/6;operational;;2;station;ok;nonexistent
6 Boulevard Haussmann;2;2;0;0;0;operational;Paris;;paris-haussmann-6;STATION;48.8723178, 2.3387762;75009;Paris/Haussmann/6;operational;;2;station;ok;nonexistent
65 Avenue Gambetta;1;1;0;0;0;operational;Paris;;paris-gambetta-65;STATION;48.8650994, 2.3963304;75020;Paris/Gambetta/65;operational;;3;station;ok;nonexistent
46 quai de la Rapée;4;4;0;0;0;operational;Paris;;paris-rapee-46;STATION;48.8419525, 2.3728276;75012;Paris/Rapée/46;operational;;0;station;ok;nonexistent
161 rue du Faubourg Saint-Honoré;5;5;0;0;0;operational;Paris;;paris-sainthonore-161;STATION;48.8746335, 2.3062488;75008;Paris/Saint-Honoré/161;operational;;1;station;ok;nonexistent
1 Rue Navier;0;0;0;0;2;operational;Paris;;paris-navier-1;STATION;48.8955462, 2.3282817;75017;Paris/Navier/1;operational;;6;station;ok;nonexistent
6 Rue Louis Blanc;4;4;0;0;1;operational;Paris;;paris-louisblanc-6;STATION;48.87893, 2.36908;75010;Paris/Louis Blanc/6;operational;;1;station;ok;nonexistent
210 rue de Courcelles;0;0;0;0;0;broken;Paris;;paris-courcelles-210;STATION;48.8867348, 2.2955406;75017;Paris/Courcelles/210;broken;;0;station;closed;nonexistent
109 avenue Félix Faure;2;2;0;0;0;operational;Paris;;paris-felixfaure-109;SPACE;48.8389208, 2.2824849;75015;Paris/Félix Faure/109;operational;;3;full_station;ok;broken
31 rue Beaurepaire;1;1;0;0;1;operational;Paris;;paris-beaurepaire-31;STATION;48.87119, 2.364206;75010;Paris/Beaurepaire/31;operational;;3;station;ok;nonexistent
2 Avenue de Taillebourg;6;6;0;0;0;operational;Paris;;paris-taillebourg-2;STATION;48.84948, 2.397761;75011;Paris/Taillebourg/2;operational;;0;station;ok;nonexistent
16 place des États-Unis;0;0;0;0;1;operational;Paris;;paris-etatsunis-16;STATION;48.8684739, 2.2926576;75016;Paris/États-Unis/16;operational;;3;station;ok;nonexistent
24 rue du Pont Louis-Philippe;0;0;0;0;1;operational;Paris;;paris-pontlouisphilippe-24;STATION;48.8557269, 2.3562973;75004;Paris/Pont Louis-Philippe/24;operational;;5;station;ok;nonexistent
356 rue des Pyrénées;1;1;0;0;1;operational;Paris;;paris-pyrenees-356;STATION;48.8738701, 2.3864659;75020;Paris/Pyrénées/356;operational;;1;station;ok;nonexistent
99 Rue Monge;1;1;0;0;1;operational;Paris;;paris-monge-99;STATION;48.8410649, 2.352048;75005;Paris/Monge/99;operational;;3;station;ok;nonexistent
56 Rue La Fayette;0;0;0;0;0;operational;Paris;;paris-lafayette-56;STATION;48.875464, 2.342083;75009;Paris/La Fayette/56;operational;;3;station;ok;nonexistent
8 Boulevard Voltaire;1;1;0;0;0;nonexistent;Paris;;paris-voltaire-8;STATION;48.8657658, 2.3664376;75011;Paris/Voltaire/8;operational;;3;station;ok;nonexistent
188 rue de Courcelles;5;5;0;0;0;operational;Paris;;paris-courcelles-188;STATION;48.88558, 2.296675;75017;Paris/Courcelles/188;operational;;1;station;ok;nonexistent
157 Boulevard de L'Hôpital;0;0;0;0;0;broken;Paris;;paris-lhopital-157;STATION;48.8332654, 2.3568808;75013;Paris/Hôpital/157;broken;;0;station;closed;nonexistent
75 rue de la Chapelle;0;0;0;0;0;nonexistent;Paris;;paris-chapelle-75;STATION;48.8967147, 2.3591686;75018;Paris/Chapelle/75;broken;;0;station;closed;nonexistent
75 Rue de la Convention;3;3;0;0;0;nonexistent;Paris;;paris-convention-75;STATION;48.8425678, 2.2848904;75015;Paris/Convention/75;operational;;1;station;ok;nonexistent
1 Rue du Colonel Pierre Avia;3;3;0;0;0;operational;Paris;;paris-colonelpierreavia-1;STATION;48.8325995, 2.2788853;75015;Paris/Colonel Pierre Avia/1;operational;;0;station;ok;nonexistent
2 Rue Georges Berger;4;4;0;0;0;operational;Paris;;paris-georgesberger-2;STATION;48.88093, 2.309852;75017;Paris/Georges Berger/2;operational;;1;station;ok;nonexistent
65 Avenue Émile Zola;0;0;0;0;0;broken;Paris;;paris-emilezola-65;STATION;48.8467033, 2.2844167;75015;Paris/Émile Zola/65;operational;;3;station;ok;nonexistent
50 Boulevard Auguste Blanqui;1;1;0;0;0;nonexistent;Paris;;paris-augusteblanqui-50;STATION;48.8299453, 2.3499186;75013;Paris/Auguste Blanqui/50;operational;;2;station;ok;nonexistent
1 Rue de la Meurthe;3;3;0;0;1;operational;Paris;;paris-meurthe-1;STATION;48.8893057, 2.3835673;75019;Paris/Meurthe/1;operational;;2;station;ok;nonexistent
36 Rue Étienne Marcel;0;0;0;0;0;operational;Paris;;paris-etiennemarcel-36;STATION;48.86502, 2.344388;75002;Paris/Étienne Marcel/36;operational;;4;station;ok;nonexistent
36 quai de Béthune;0;0;0;0;1;operational;Paris;;paris-bethune-36;STATION;48.8512525, 2.3564553;75004;Paris/Béthune/36;operational;;2;station;ok;nonexistent
178 Avenue Galliéni;2;2;0;0;0;nonexistent;Saint-Mandé;;saintmande-gallieni-178;SPACE;48.8468108, 2.4175419;94160;Saint-Mandé/Galliéni/178;operational;;2;full_station;ok;broken
23 Boulevard de Clichy;0;0;0;0;1;operational;Paris;;paris-clichy-23;STATION;48.8826, 2.3363;75009;Paris/Clichy/23;operational;;3;station;ok;nonexistent
13 Rue Paul Lafargue;1;1;0;0;0;nonexistent;Saint-Ouen;;saintouen-paullafargue-13;SPACE;48.912077, 2.333149;93400;Saint-Ouen/Paul Lafargue/13;operational;;4;full_station;ok;operational
123 Grande Rue;2;2;0;2;0;nonexistent;Sèvres;;sevres-granderue-123;STATION;48.821593, 2.2050638;92310;Sèvres/Grande Rue/123;operational;;0;station;ok;nonexistent
89 Avenue Albert Petit;0;0;0;0;0;nonexistent;Bagneux;;bagneux-albertpetit-89;STATION;48.7962, 2.319759;92220;Bagneux/Albert Petit/89;operational;;6;station;ok;nonexistent
4 Avenue du Maine;6;6;0;0;0;operational;Paris;;paris-maine-4;STATION;48.8447061, 2.3198109;75015;Paris/Maine/4;operational;;0;station;ok;nonexistent
6 Avenue de la Porte Pouchet;0;0;0;0;0;nonexistent;Paris;;paris-portepouchet-6;STATION;48.8979743, 2.323452;75017;Paris/Porte Pouchet/6;operational;;6;station;ok;nonexistent
35 rue de Boucry;0;0;0;0;0;broken;Paris;;paris-boucry-35;STATION;48.895148, 2.3595823;75018;Paris/Boucry/35;broken;;0;station;closed;nonexistent
7 boulevard Malesherbes;0;0;0;0;2;operational;Paris;;paris-malesherbes-7;STATION;48.870601, 2.3226488;75008;Paris/Malesherbes/7;operational;;4;station;ok;nonexistent
188 Rue du Lieutenant-Colonel de Montbrison;6;6;0;0;0;nonexistent;Rueil-Malmaison;;rueilmalmaison-demontbrison-188;STATION;48.8577, 2.1934;92500;Rueil-Malmaison/De Montbrison/188;operational;;0;station;ok;nonexistent
403 Avenue de la République;5;5;0;0;0;nonexistent;Nanterre;;nanterre-republique-403;STATION;48.91221, 2.223302;92000;Nanterre/République/403;operational;;0;station;ok;nonexistent
37 quai de Grenelle;4;4;0;0;0;operational;Paris;;paris-grenelle-37;STATION;48.8522422, 2.2861675;75015;Paris/Grenelle/37;operational;;1;station;ok;nonexistent
2 rue de Cronstadt;1;1;0;0;0;nonexistent;Paris;;paris-cronstadt-2;STATION;48.83492, 2.302564;75015;Paris/Cronstadt/2;operational;;3;station;ok;nonexistent
4 Rue Croix des Petits Champs;1;1;0;0;0;nonexistent;Paris;;paris-croixdespetitschamps-4;STATION;48.8624631, 2.3393006;75001;Paris/Croix des Petits Champs/4;operational;;0;station;ok;nonexistent
1 Rue René Jacques;4;4;0;1;0;operational;Issy-les-Moulineaux;;issylesmoulineaux-renejacques-1;STATION;48.8238961, 2.2621859;92130;Issy-les-Moulineaux/René Jacques/1;operational;;0;station;ok;nonexistent
62 Avenue Parmentier;0;0;0;0;0;nonexistent;Paris;;paris-parmentier-62;STATION;48.862875, 2.3765261;75011;Paris/Parmentier/62;operational;;3;station;ok;nonexistent
8 Quai du Marché Neuf;0;0;0;0;1;operational;Paris;;paris-marcheneuf-8;STATION;48.8541989, 2.345341;75004;Paris/Marché Neuf/8;operational;;3;station;ok;nonexistent
109 Rue du 8 mai 1945;5;5;0;0;0;nonexistent;Nanterre;;nanterre-8mai1945-109;STATION;48.8926309, 2.2063258;92000;Nanterre/8 mai 1945/109;operational;;1;station;ok;nonexistent
2 Rue Marcel Monge;6;6;0;0;0;operational;Suresnes;;suresnes-marcelmonge-2;STATION;48.86121, 2.224382;92150;Suresnes/Marcel Monge/2;operational;;0;station;ok;nonexistent
2 Rue du Nouveau Bercy;2;2;0;0;0;nonexistent;Charenton-le-Pont;;charentonlepont-nouveaubercy-2;STATION;48.8232903, 2.3967025;94220;Charenton-le-Pont/Nouveau Bercy/2;operational;;2;station;ok;nonexistent
105 Rue de Rennes;1;1;0;0;0;nonexistent;Paris;;paris-rennes-105;STATION;48.8489613, 2.3287351;75006;Paris/Rennes/105;operational;;3;station;ok;nonexistent
18 Rue Perrée;0;0;0;0;0;operational;Paris;;paris-perree-18;STATION;48.86502, 2.360503;75003;Paris/Perrée/18;operational;;0;station;ok;nonexistent
19 Rue des Filles du Calvaire;3;3;1;0;0;operational;Paris;;paris-fillesducalvaire-19;STATION;48.8628, 2.3660304;75003;Paris/Filles du Calvaire/19;operational;;0;station;ok;nonexistent
188 Avenue de Choisy;0;0;0;0;2;operational;Paris;;paris-choisy-188;STATION;48.8303916, 2.356917;75013;Paris/Choisy/188;operational;;4;station;ok;nonexistent
77 Quai de Seine;0;0;0;0;0;nonexistent;Paris;;paris-seine-77;STATION;48.8886727, 2.378104;75019;Paris/Seine/77;operational;;1;station;ok;nonexistent
30 Boulevard de Ménilmontant;3;3;0;0;1;operational;Paris;;paris-menilmontant-30;STATION;48.86191, 2.388035;75020;Paris/Ménilmontant/30;operational;;3;station;ok;nonexistent
20 Avenue Lombard;5;5;0;0;0;nonexistent;Fontenay-aux-Roses;;fontenayauxroses-lombard-20;STATION;48.78919, 2.293033;92260;Fontenay-aux-Roses/Lombard/20;operational;;0;station;ok;nonexistent
5 Rue des Archives;5;5;0;0;0;nonexistent;Créteil;;creteil-archives-5;STATION;48.78363, 2.456881;94000;Créteil/Archives/5;operational;;1;station;ok;nonexistent
18 Rue Gabriel Fauré;5;5;0;0;0;nonexistent;Créteil;;creteil-gabrielfaure-18;STATION;48.7784312, 2.4623984;94000;Créteil/Gabriel Fauré/18;operational;;0;station;ok;nonexistent
1 rue du Docteur Schweitzer;1;1;0;0;0;nonexistent;Bagneux;;bagneux-schweitzer-1;STATION;48.79006, 2.313115;92220;Bagneux/Schweitzer/1;operational;;4;station;ok;nonexistent
26 Place Etienne Pernet;4;4;0;0;1;operational;Paris;;paris-etiennepernet-26;SPACE;48.8425947, 2.2920513;75015;Paris/Etienne Pernet/26;operational;;2;full_station;ok;operational
20 Avenue Pablo Picasso;6;6;0;0;0;nonexistent;Nanterre;;nanterre-pablopicasso-20;STATION;48.89231, 2.214089;92000;Nanterre/Pablo Picasso/20;operational;;0;station;ok;nonexistent
13 Rue de Lens;0;0;0;0;0;nonexistent;Nanterre;;nanterre-lens-13;STATION;48.8998826, 2.2242026;92000;Nanterre/Lens/13;operational;;5;station;ok;nonexistent
52 Rue Carnot;4;4;0;0;0;nonexistent;Suresnes;;suresnes-carnot-52;STATION;48.8741, 2.227249;92150;Suresnes/Carnot/52;operational;;0;station;ok;nonexistent
21 Boulevard des Invalides;4;4;1;0;0;operational;Paris;;paris-invalides-21;STATION;48.8558178, 2.3152447;75007;Paris/Invalides/21;operational;;0;station;ok;nonexistent
1 Rue Dieumegard;0;0;0;1;0;nonexistent;Saint-Ouen;;saintouen-dieumegard-1;STATION;48.9082928, 2.3400493;93400;Saint-Ouen/Dieumegard/1;operational;;5;station;ok;nonexistent
1 Rue du Moutier;1;1;0;0;0;nonexistent;Saint-Ouen;;saintouen-moutier-1;STATION;48.9178855, 2.3323373;93400;Saint-Ouen/Moutier/1;operational;;3;station;ok;nonexistent
6 Rue des Bas;5;5;0;0;0;nonexistent;Asnières-sur-Seine;;asnieressurseine-bas-6;SPACE;48.9164, 2.295224;92600;Asnières-sur-Seine/Bas/6;operational;;1;full_station;ok;operational
6 Place Cyrano de Bergerac;3;3;0;0;0;nonexistent;Châtenay-Malabry;;chatenaymalabry-cyranodebergerac-6;STATION;48.768495, 2.250599;92290;Châtenay-Malabry/Cyrano de Bergerac/6;operational;;1;station;ok;nonexistent
140 Avenue de la République;2;2;0;0;0;nonexistent;Châtillon;;chatillon-republique-140;STATION;48.8064005, 2.2982685;92320;Châtillon/République/140;operational;;3;station;ok;nonexistent
45 rue Custine;0;0;0;0;0;broken;Paris;;paris-custine-45;STATION;48.8893322, 2.3442809;75018;Paris/Custine/45;broken;;0;station;closed;nonexistent
145 avenue du Général Leclerc;4;4;0;0;0;nonexistent;Maisons-Alfort;;maisonsalfort-generalleclerc-145;STATION;48.8094628, 2.4344314;94700;Maisons-Alfort/Leclerc/145;operational;;2;station;ok;nonexistent
12 rue Marcel Allégot;2;2;0;1;0;nonexistent;Meudon;;meudon-marcelallegot-12;STATION;48.82148, 2.22769;92190;Meudon/Marcel Allégot/12;operational;;2;station;ok;nonexistent
8 rue Waldeck Rochet;3;3;0;0;0;nonexistent;Nanterre;;nanterre-waldeckrochet-8;STATION;48.8906294, 2.1983695;92000;Nanterre/Waldeck Rochet/8;operational;;0;station;ok;nonexistent
126 rue d'Aubervilliers;3;3;0;0;0;operational;Paris;;paris-aubervilliers-126;STATION;48.8917059, 2.3690678;75019;Paris/Aubervilliers/126;operational;;3;station;ok;nonexistent
157 rue Saint-Maur;0;0;0;0;0;nonexistent;Paris;;paris-saintmaur-157;STATION;48.8686522, 2.374656;75011;Paris/Saint-Maur/157;operational;;4;station;ok;nonexistent
94 avenue de Saint-Mandé;2;2;0;0;1;operational;Paris;;paris-saintmande-94;STATION;48.8444, 2.407044;75012;Paris/Saint-Mandé/94;operational;;3;station;ok;nonexistent
7 rue Nicolas Taunay;0;0;0;0;1;operational;Paris;;paris-nicolastaunay-7;STATION;48.8237041, 2.3195528;75014;Paris/Nicolas Taunay/7;operational;;3;station;ok;nonexistent
38 rue d'Aubervilliers;2;2;0;0;0;operational;Paris;;paris-aubervilliers-38;STATION;48.8862071, 2.3665248;75019;Paris/Aubervilliers/38;operational;;3;station;ok;nonexistent
1 rue des Bois;0;0;0;0;0;nonexistent;Paris;;paris-bois-1;STATION;48.8780077, 2.3966042;75019;Paris/Bois/1;operational;;2;station;ok;nonexistent
19 rue Léon Renault;5;5;1;1;0;operational;Les Lilas;;leslilas-leonrenault-19;STATION;48.8810551, 2.4223705;93260;Les Lilas/Léon Renault/19;operational;;0;station;ok;nonexistent
63 rue Lecourbe;1;1;0;0;1;operational;Paris;;paris-lecourbe-63;STATION;48.8435537, 2.3061617;75015;Paris/Lecourbe/63;operational;;4;station;ok;nonexistent
27 rue Geoffroy-Saint-Hilaire;0;0;0;0;2;operational;Paris;;paris-geoffroysainthilaire-27;STATION;48.8403227, 2.3562719;75005;Paris/Geoffroy-Saint-Hilaire/27;operational;;5;station;ok;nonexistent
59 avenue Reille;4;4;0;0;0;operational;Paris;;paris-reille-59;STATION;48.8236394, 2.3319004;75014;Paris/Reille/59;operational;;1;station;ok;nonexistent
10 rue de la Fédération;3;3;2;0;0;operational;Paris;;paris-federation-10;STATION;48.854819, 2.2904053;75015;Paris/Fédération/10;operational;;0;station;ok;nonexistent
42 rue Jean de la Fontaine;0;0;0;0;0;nonexistent;Paris;;paris-jeandelafontaine-42;STATION;48.8509978, 2.2719012;75016;Paris/Jean de la Fontaine/42;operational;;2;station;ok;nonexistent
9 rue René Sahors;2;2;0;0;0;nonexistent;Vanves;;vanves-renesahors-9;STATION;48.82097, 2.29165;92170;Vanves/René Sahors/9;operational;;4;station;ok;nonexistent
100 rue de la Commune de Paris;5;5;0;0;0;nonexistent;Romainville;;romainville-communedeparis-100;STATION;48.89449, 2.432462;93230;Romainville/Commune de Paris/100;operational;;1;station;ok;nonexistent
26 rue Claude Decaen;1;1;0;1;2;operational;Paris;;paris-claudedecaen-26;STATION;48.8351899, 2.4002905;75012;Paris/Claude Decaen/26;operational;;4;station;ok;nonexistent
116 rue Sadi Carnot;5;5;0;0;0;operational;Drancy;;drancy-sadicarnot-116;STATION;48.9258333, 2.4403004;93700;Drancy/Sadi Carnot/116;operational;;1;station;ok;nonexistent
10 rue Castagnou;0;0;0;0;2;operational;Paris;;paris-castagnou-10;STATION;48.83273, 2.32608;75014;Paris/Castagnou/10;operational;;6;station;ok;nonexistent
22 place Charles Fillion;0;0;0;0;1;operational;Paris;;paris-charlesfillion-22;STATION;48.8884456, 2.3160603;75017;Paris/Charles Fillion/22;operational;;4;station;ok;nonexistent
174 route de l'Empereur;0;0;0;0;0;nonexistent;Rueil-Malmaison;;rueilmalmaison-empereur-174;STATION;48.86324, 2.181831;92500;Rueil-Malmaison/Empereur/174;operational;;4;station;ok;nonexistent
12 rue Henri Sainte-Claire Déville;4;4;0;0;0;nonexistent;Rueil-Malmaison;;rueilmalmaison-henrisainteclairedeville-12;STATION;48.8926928, 2.1725973;92500;Rueil-Malmaison/Henri Sainte-Claire Déville/12;operational;;1;station;ok;nonexistent
8 avenue Édouard Belin;4;4;0;0;0;nonexistent;Rueil-Malmaison;;rueilmalmaison-edouardbelin-8;STATION;48.8876242, 2.1693918;92500;Rueil-Malmaison/Édouard Belin/8;operational;;0;station;ok;nonexistent
330 rue des Pyrénées;2;2;0;0;0;operational;Paris;;paris-pyrenees-330;SPACE;48.8732135, 2.3903853;75020;Paris/Pyrénées/330;operational;;2;full_station;ok;operational
60 Avenue Victor Hugo;1;1;0;0;0;operational;Paris;;paris-victorhugo-60;SPACE;48.870343, 2.286851;75016;Paris/Victor Hugo/60;operational;;2;full_station;ok;operational
145 rue de Tolbiac;2;2;0;0;1;operational;Paris;;paris-tolbiac-145;STATION;48.8260824, 2.3580488;75013;Paris/Tolbiac/145;operational;;3;station;ok;nonexistent
40 rue du Poteau;0;0;0;0;0;nonexistent;Paris;;paris-poteau-40;STATION;48.8945152, 2.3412577;75018;Paris/Poteau/40;operational;;3;station;ok;nonexistent
65 rue Ordener;1;1;0;0;1;operational;Paris;;paris-ordener-65;STATION;48.8913517, 2.3507171;75018;Paris/Ordener/65;operational;;5;station;ok;nonexistent
19 Rue Leblanc;0;0;0;0;1;operational;Paris;;paris-leblanc-19;STATION;48.83984, 2.273328;75015;Paris/Leblanc/19;operational;;5;station;ok;nonexistent
69 Rue de Courcelles;0;0;0;0;0;operational;Paris;;paris-courcelles-69;STATION;48.878351, 2.3044935;75008;Paris/Courcelles/69;operational;;1;station;ok;nonexistent
70 Boulevard de Clichy;1;1;0;0;0;operational;Paris;;paris-clichy-70;STATION;48.8836276, 2.3339857;75018;Paris/Clichy/70;operational;;1;station;ok;nonexistent
65 avenue Philippe Auguste;3;3;0;0;0;operational;Paris;;paris-philippeauguste-65;STATION;48.853661, 2.3923486;75011;Paris/Philippe Auguste/65;operational;;1;station;ok;nonexistent
9 place Saint-Augustin;0;0;0;0;0;operational;Paris;;paris-saintaugustin-9;STATION;48.875556, 2.319321;75008;Paris/Saint-Augustin/9;operational;;3;station;ok;nonexistent
6 avenue Mathurin Moreau;3;3;0;0;0;operational;Paris;;paris-mathurinmoreau-6;SPACE;48.87808, 2.371484;75019;Paris/Mathurin Moreau/6;operational;;1;full_station;ok;operational
155 Avenue Ledru Rollin;2;2;0;0;2;operational;Paris;;paris-ledrurollin-155;STATION;48.8553267, 2.3783382;75011;Paris/Ledru Rollin/155;operational;;3;station;ok;nonexistent
44 Rue des Pirogues de Bercy;3;3;0;0;2;operational;Paris;;paris-piroguesdebercy-44;STATION;48.8334137, 2.388111;75012;Paris/Pirogues de Bercy/44;operational;;3;station;ok;nonexistent
189 Rue de Tolbiac;1;1;0;0;1;operational;Paris;;paris-tolbiac-189;STATION;48.8257617, 2.3512073;75013;Paris/Tolbiac/189;operational;;4;station;ok;nonexistent
58 Avenue D'Ivry;2;2;0;0;0;operational;Paris;;paris-divry-58;STATION;48.824068, 2.364308;75013;Paris/Ivry/58;operational;;0;station;ok;nonexistent
16 Rue Molitor;3;3;0;0;1;operational;Paris;;paris-molitor-16;STATION;48.845175, 2.2641594;75016;Paris/Molitor/16;operational;;2;station;ok;nonexistent
77 Boulevard Exelmans;2;2;0;0;0;nonexistent;Paris;;paris-exelmans-77;STATION;48.8432612, 2.259497;75016;Paris/Exelmans/77;operational;;1;station;ok;nonexistent
77 Avenue de Wagram;0;0;0;0;0;nonexistent;Paris;;paris-wagram-77;STATION;48.88003, 2.29950738;75017;Paris/Wagram/77;operational;;1;station;ok;nonexistent
54 Rue David d'Angers;4;4;0;0;2;operational;Paris;;paris-daviddangers-54;STATION;48.8817709, 2.3938462;75019;Paris/David d'Angers/54;operational;;2;station;ok;nonexistent
69 Rue Manin;3;3;0;0;0;nonexistent;Paris;;paris-manin-69;STATION;48.8821153, 2.3814316;75019;Paris/Manin/69;operational;;1;station;ok;nonexistent
8 rue Gaston Tessier;3;3;0;0;0;operational;Paris;;paris-gastontessier-8;STATION;48.895791, 2.373366;75019;Paris/Gaston Tessier/8;operational;;1;station;ok;nonexistent
38 Rue Réaumur;3;3;0;0;0;operational;Paris;;paris-reaumur-38;STATION;48.8653769, 2.3573678;75003;Paris/Réaumur/38;operational;;2;station;ok;nonexistent
41 Boulevard Bourdon;0;0;0;0;0;nonexistent;Paris;;paris-bourdon-41;SPACE;48.8524894, 2.3678127;75004;Paris/Bourdon/41;operational;;2;full_station;ok;operational
64 rue du Faubourg Poissonnière;1;1;0;0;0;nonexistent;Paris;;paris-faubourgpoissoniere-64;STATION;48.87517, 2.348162;75010;Paris/Poissonnière/64;operational;;1;station;ok;nonexistent
2 Rue du Buisson Saint Louis;0;0;0;0;1;operational;Paris;;paris-buissonsaintlouis-2;STATION;48.87179, 2.372482;75010;Paris/Buisson Saint Louis/2;operational;;5;station;ok;nonexistent
28 Rue de Paradis;1;1;0;2;0;operational;Paris;;paris-paradis-28;STATION;48.8750753, 2.3523208;75010;Paris/Paradis/28;operational;;2;station;ok;nonexistent
7 rue Raymond Pitet;0;0;0;0;1;operational;Paris;;paris-raymondpitet-7;STATION;48.8901162, 2.2964035;75017;Paris/Raymond Pitet/7;operational;;2;station;ok;nonexistent
97 Rue de Charenton;3;3;0;0;0;operational;Paris;;paris-charenton-97;STATION;48.8476733, 2.377312;75012;Paris/Charenton/97;operational;;1;station;ok;nonexistent
4 Avenue Jean Jaurès;1;1;0;0;0;nonexistent;Charenton-le-Pont;;charentonlepont-jeanjaures-4;SPACE;48.82214, 2.413997;94220;Charenton-le-Pont/Jean Jaurès/4;operational;;2;full_station;ok;operational
5 Place du Commerce;1;1;0;0;0;operational;Paris;;paris-commerce-5;STATION;48.8454505, 2.292136;75015;Paris/Commerce/5;operational;;3;station;ok;nonexistent
47 Rue de Vouillé;0;0;0;0;0;nonexistent;Paris;;paris-vouille-47;STATION;48.8338872, 2.3081344;75015;Paris/Vouillé/47;operational;;4;station;ok;nonexistent
20 Boulevard de Vaugirard;0;0;0;0;2;operational;Paris;;paris-vaugirard-20;STATION;48.8415895, 2.3183413;75015;Paris/Vaugirard/20;operational;;3;station;ok;nonexistent
5 Avenue Mac Mahon;3;3;0;0;0;operational;Paris;;paris-macmahon-5;STATION;48.8754776, 2.2945178;75017;Paris/Mac Mahon/5;operational;;0;station;ok;nonexistent
115 Boulevard Pereire;0;0;1;0;1;operational;Paris;;paris-pereire-115;STATION;48.88576, 2.299225;75017;Paris/Pereire/115;operational;;3;station;ok;nonexistent
5 bis Rue du Capitaine Ferber;5;5;0;0;0;operational;Paris;;paris-capitaineferber-5;STATION;48.865359, 2.405207;75020;Paris/Capitaine Ferber/5;operational;;1;station;ok;nonexistent
9 Rue des Sept Arpents;4;4;0;0;0;operational;Paris;;paris-septarpents-9;STATION;48.88947, 2.398229;75019;Paris/Sept Arpents/9;operational;;0;station;ok;nonexistent
19 Rue Polonceau;3;3;0;0;0;nonexistent;Paris;;paris-polonceau-19;STATION;48.8856198, 2.3531328;75018;Paris/Polonceau/19;operational;;1;station;ok;nonexistent
32 boulevard Exelmans;3;3;0;0;0;operational;Paris;;paris-exelmans-32;STATION;48.8412643, 2.2643832;75016;Paris/Exelmans/32;operational;;2;station;ok;nonexistent
