Address;Cars;Bluecar counter;Utilib counter;Utilib 1.4 counter;Charge Slots;Charging Status;City;Displayed comment;ID;Kind;Geo point;Postal code;Public name;Rental status;Scheduled at;Slots;Station type;Status;Subscription status
18 Rue de la Perle;3;3;0;1;0;nonexistent;Paris;;paris-perle-18;SPACE;48.8597916, 2.3613291;75003;Paris/Perle/18;operational;;0;full_station;ok;operational
3 Rue Georges Pompidou;5;5;0;0;0;operational;Les Lilas;;leslilas-georgespompidou-3;SPACE;48.8793959, 2.4156066;93260;Les Lilas/Georges Pompidou/3;operational;;0;full_station;ok;operational
122 ter Rue de Picpus;2;2;0;0;0;operational;Paris;;paris-picpus-122;STATION;48.8373149, 2.4022445;75012;Paris/Picpus/122;operational;;2;station;ok;nonexistent
2 Avenue John Fitzgerald Kennedy;2;2;1;0;0;operational;Le Bourget;;lebourget-johnfitzgeraldkennedy-2;STATION;48.938103, 2.4286035;93350;Le Bourget/John Fitzgerald Kennedy/2;operational;;2;station;ok;nonexistent
15 Rue de Verdun;3;3;1;0;0;nonexistent;Suresnes;;suresnes-verdun-15;SPACE;48.871036, 2.2276552;92150;Suresnes/Verdun/15;operational;;0;full_station;ok;operational
98 Boulevard de Vanves;1;1;0;0;0;nonexistent;Châtillon;;chatillon-vanves-98;STATION;48.8097437, 2.2827504;92320;Châtillon/Vanves/98;operational;;5;station;ok;nonexistent
33 Avenue Sully Prudhomme;1;1;0;0;0;nonexistent;Châtenay-Malabry;;chatenaymalabry-sullyprudomme-33;STATION;48.76587, 2.290613;92290;Châtenay-Malabry/Sully Prudhomme/33;operational;;5;station;ok;nonexistent
97 Rue Georges Guynemer;2;2;0;0;0;nonexistent;Asnières-sur-Seine;;asnieressurseine-georgesguynemer-97;SPACE;48.91587, 2.291084;92600;Asnières-sur-Seine/Georges Guynemer/97;operational;;2;full_station;ok;operational
113 Rue Duhesme;0;0;0;0;2;operational;Paris;;paris-duhesne-113;STATION;48.8955833, 2.3457215;75018;Paris/Duhesme/113;operational;;6;station;ok;nonexistent
48 Rue Henri Huchard;4;4;0;0;1;operational;Paris;;paris-henrihuchard-48;STATION;48.89919, 2.330375;75018;Paris/Henri Huchard/48;operational;;2;station;ok;nonexistent
271 Boulevard Pereire;3;3;0;1;0;operational;Paris;;paris-pereire-271;STATION;48.8781047, 2.2851178;75017;Paris/Pereire/271;operational;;0;station;ok;nonexistent
99 Boulevard Arago;2;2;0;0;0;nonexistent;Paris;;paris-arago-99;STATION;48.834286, 2.3338533;75014;Paris/Arago/99;operational;;0;station;ok;nonexistent
15 Rue Marcel Ethis;3;3;1;0;0;nonexistent;Romainville;;romainville-marcelethis-15;STATION;48.87798, 2.44464;93230;Romainville/Marcel Ethis/15;operational;;2;station;ok;nonexistent
22 Boulevard de Pésaro;4;4;0;0;0;nonexistent;Nanterre;;nanterre-pesaro-22;STATION;48.8956, 2.224588;92000;Nanterre/Pésaro/22;operational;;1;station;ok;nonexistent
52 Boulevard de la République;0;0;0;0;0;operational;La Garenne-Colombes;;lagarennecolombes-republique-52;SPACE;48.90628, 2.249208;92250;La Garenne-Colombes/République/52;operational;;4;full_station;ok;operational
13 avenue de la Grande Armée;4;4;0;0;0;operational;Paris;;paris-grandearmee-13;SPACE;48.874641, 2.2915841;75016;Paris/Grande Armée/13;operational;;0;full_station;ok;operational
36 Avenue Carnot;0;0;0;0;0;nonexistent;Cachan;;cachan-carnot-36;STATION;48.7985337, 2.3269032;94230;Cachan/Carnot/36;operational;;5;station;ok;nonexistent
24 Avenue du Pont Royal;2;2;0;0;0;nonexistent;Cachan;;cachan-pontroyal-24;STATION;48.7929328, 2.3217392;94230;Cachan/Pont Royal/24;operational;;2;station;ok;nonexistent
1 Avenue du Général Galliéni;2;2;0;0;0;nonexistent;Joinville-le-Pont;;joinvillelepont-generalgallieni-1;STATION;48.8202532, 2.4745761;94340;Joinville-le-Pont/Galliéni/1;operational;;4;station;ok;nonexistent
7 Rue du Chevalier de la Barre;0;0;0;0;0;nonexistent;Le Bourget;;lebourget-chevalierdelabarre-7;STATION;48.9311, 2.424912;93350;Le Bourget/Chevalier de la Barre/7;broken;;0;station;closed;nonexistent
49 Rue Paul Vaillant Couturier;4;4;0;0;0;nonexistent;Malakoff;;malakoff-paulvaillantcouturier-49;STATION;48.8137426, 2.2959516;92240;Malakoff/Paul Vaillant Couturier/49;operational;;1;station;ok;nonexistent
4 Rue Sébastopol;5;5;0;0;0;nonexistent;Courbevoie;;courbevoie-sebastopol-4;STATION;48.8983625, 2.2475158;92400;Courbevoie/Sébastopol/4;operational;;2;station;ok;nonexistent
47 Boulevard Charles de Gaulle;3;3;0;1;0;nonexistent;Malakoff;Station en parking;malakoff-charlesdegaulle-parking;SPACE;48.82317, 2.29935;92240;Malakoff/Charles de Gaulle/Parking;operational;;2;full_station;ok;operational
21 Rue de Chateaudun;0;0;0;0;0;nonexistent;Paris;;paris-chateaudun-21;STATION;48.875921, 2.3382898;75009;Paris/Chateaudun/21;operational;;2;station;ok;nonexistent
44 Avenue George V;5;5;0;1;0;operational;Paris;;paris-georgev-44;STATION;48.87057, 2.301121;75008;Paris/George V/44;operational;;0;station;ok;nonexistent
8 Rue Denfert Rochereau;6;6;0;0;0;nonexistent;Asnières-sur-Seine;;asnieressurseine-denfertrochereau-8;STATION;48.9069487, 2.2694015;92600;Asnières-sur-Seine/Denfert Rochereau/8;operational;;0;station;ok;nonexistent
36 Boulevard Louise Michel;2;2;1;0;0;nonexistent;Gennevilliers;;gennevilliers-louisemichel-36;STATION;48.9226538, 2.320639;92230;Gennevilliers/Louise Michel/36;operational;;2;station;ok;nonexistent
1 Avenue Gambetta;2;2;0;0;1;operational;Paris;;paris-gambetta-1;STATION;48.8632187, 2.388968;75020;Paris/Gambetta/1;operational;;3;station;ok;nonexistent
26 Rue du Quatre Septembre;4;4;0;0;0;operational;Paris;;paris-quatreseptembre-26;STATION;48.8700633, 2.3340228;75002;Paris/Quatre Septembre/26;operational;;0;station;ok;nonexistent
39 Rue Volta;1;1;0;0;0;nonexistent;Paris;;paris-volta-39;STATION;48.8665042, 2.3578808;75003;Paris/Volta/39;operational;;3;station;ok;nonexistent
5 Rue de la Chaussée d'Antin;3;3;0;0;0;operational;Paris;;paris-chausseedantin-5;STATION;48.8716413, 2.3338862;75009;Paris/Chaussée d'Antin/5;operational;;1;station;ok;nonexistent
20 Rue Villiot;0;0;0;0;0;broken;Paris;;paris-villiot-20;SPACE;48.841876, 2.375976;75012;Paris/Villiot/20;broken;;0;full_station;closed;broken
18 Rue Balard;1;1;0;0;0;operational;Paris;;paris-balard-18;SPACE;48.8445403, 2.2771564;75015;Paris/Balard/18;operational;;2;full_station;ok;operational
17 Rue Émile Zola;5;5;0;0;0;nonexistent;Asnières-sur-Seine;;asnieressurseine-emilezola-17;STATION;48.9233235, 2.2853356;92600;Asnières-sur-Seine/Émile Zola/17;operational;;1;station;ok;nonexistent
1 Place Ferrari;3;3;0;0;0;nonexistent;Clamart;;clamart-ferrari-1;STATION;48.7990591, 2.2625392;92140;Clamart/Ferrari/1;operational;;2;station;ok;nonexistent
46 Rue Joseph Frantz;5;5;0;0;0;nonexistent;Issy-les-Moulineaux;;issylesmoulineaux-josephfrantz-46;STATION;48.8310957, 2.2665501;92130;Issy-les-Moulineaux/Joseph Frantz/46;operational;;0;station;ok;nonexistent
57 Rue de l'Égalité;0;0;0;1;0;nonexistent;Issy-les-Moulineaux;;issylesmoulineaux-egalite-57;STATION;48.8167, 2.260423;92130;Issy-les-Moulineaux/Égalité/57;operational;;3;station;ok;nonexistent
9 Rue de la Gare;5;5;0;0;0;nonexistent;Nanterre;;nanterre-gare-9;STATION;48.89591, 2.198215;92000;Nanterre/Gare/9;operational;;1;station;ok;nonexistent
5 rue des Ecoles;3;3;0;0;0;nonexistent;Nanterre;;nanterre-ecoles-5;STATION;48.886678, 2.220199;92000;Nanterre/Ecoles/5;operational;;2;station;ok;nonexistent
61 Boulevard Émile Zola;6;6;0;0;0;nonexistent;Nanterre;;nanterre-emilezola-61;STATION;48.89605, 2.214383;92000;Nanterre/Émile Zola/61;operational;;0;station;ok;nonexistent
3 Avenue de la Gare;3;3;0;0;0;nonexistent;Sceaux;;sceaux-gare-3;SPACE;48.7793414, 2.2814988;92330;Sceaux/Gare/3;operational;;2;full_station;ok;operational
2 Avenue de la Cristallerie;4;4;0;0;0;nonexistent;Sèvres;;sevres-cristallerie-2;STATION;48.82682, 2.22331;92310;Sèvres/Cristallerie/2;operational;;0;station;ok;nonexistent
22 Rue Auguste Blanqui;3;3;0;0;0;nonexistent;Drancy;;drancy-augusteblanqui-22;STATION;48.9207972, 2.4559699;93700;Drancy/Auguste Blanqui/22;operational;;2;station;ok;nonexistent
3 Rue Dulcie September;4;4;1;0;0;nonexistent;Saint-Ouen;;saintouen-dulcieseptember-3;STATION;48.90573, 2.321015;93400;Saint-Ouen/Dulcie September/3;operational;;1;station;ok;nonexistent
102 Rue Juliette Savar;3;3;0;1;0;nonexistent;Créteil;;creteil-juliettesavar-102;STATION;48.77664, 2.467872;94000;Créteil/Juliette Savar/102;operational;;1;station;ok;nonexistent
112 Avenue de Suffren;4;4;0;0;0;operational;Paris;;paris-suffren-112;STATION;48.848923, 2.3045476;75015;Paris/Suffren/112;operational;;2;station;ok;nonexistent
27 Rue Faidherbe;4;4;0;1;0;operational;Paris;;paris-faidherbe-27;STATION;48.8525733, 2.3830368;75011;Paris/Faidherbe/27;operational;;0;station;ok;nonexistent
168 Rue du Faubourg-Saint-Martin;2;2;0;0;0;nonexistent;Paris;;paris-faubourgsaintmartin-168;STATION;48.8772454, 2.3612521;75010;Paris/Faubourg-Saint-Martin/168;operational;;1;station;ok;nonexistent
11 Place Stalingrad;4;4;0;0;0;nonexistent;Suresnes;;suresnes-stalingrad-11;STATION;48.86322, 2.201247;92150;Suresnes/Stalingrad/11;operational;;1;station;ok;nonexistent
20 Chemin Latéral;5;5;0;0;1;operational;Drancy;;drancy-cheminlateral-20;STATION;48.93327, 2.455181;93700;Drancy/Latéral/20;operational;;1;station;ok;nonexistent
1 Rue Jules Romains;2;2;0;0;1;operational;Paris;;paris-julesromains-1;SPACE;48.8727407, 2.3782985;75019;Paris/Jules Romains/1;operational;;1;full_station;ok;operational
50 Boulevard Henri Sellier;3;3;0;0;0;nonexistent;Suresnes;;suresnes-henrisellier-50;STATION;48.86847, 2.223116;92150;Suresnes/Henri Sellier/50;operational;;3;station;ok;nonexistent
58 Rue Saint Placide;5;5;0;0;0;operational;Paris;;paris-saintplacide-58;STATION;48.8473613, 2.3263246;75006;Paris/Saint Placide/58;operational;;0;station;ok;nonexistent
7 Avenue Audra;5;5;0;1;0;nonexistent;Colombes;;colombes-audra-7;STATION;48.9278206, 2.2530496;92700;Colombes/Audra/7;operational;;0;station;ok;nonexistent
1 Rue Georges Corete;0;0;0;0;0;nonexistent;Gennevilliers;;gennevilliers-georgescorete-1;SPACE;48.91757, 2.307151;92230;Gennevilliers/Georges Corete/1;broken;;0;full_station;closed;broken
150 rue Marcadet;0;0;0;0;2;operational;Paris;;paris-marcadet-150;STATION;48.8913286, 2.3385496;75018;Paris/Marcadet/150;operational;;6;station;ok;nonexistent
29 avenue des Champs Pierreux;2;2;0;1;0;nonexistent;Nanterre;;nanterre-champspierreux-29;SPACE;48.8886703, 2.213053;92000;Nanterre/Champs Pierreux/29;operational;;1;full_station;ok;operational
7 rue Paul Painlevé;3;3;0;0;0;operational;Paris;;paris-paulpainleve-7;STATION;48.8499024, 2.3444286;75005;Paris/Paul Painlevé/7;operational;;0;station;ok;nonexistent
62 rue Pierre Charron;2;2;0;0;0;nonexistent;Paris;;paris-pierrecharron-62;STATION;48.8696448, 2.3036203;75008;Paris/Pierre Charron/62;operational;;1;station;ok;nonexistent
6 rue de Paris;5;5;0;0;0;nonexistent;Meudon;;meudon-paris-6;STATION;48.8169462, 2.2480148;92190;Meudon/Paris/6;operational;;1;station;ok;nonexistent
65 cours de Vincennes;0;0;0;0;2;operational;Paris;;paris-vincennes-65;STATION;48.8477968, 2.4060203;75020;Paris/Vincennes/65;operational;;5;station;ok;nonexistent
9 rue Ernest Renan;5;5;0;0;0;nonexistent;Issy-les-Moulineaux;;issylesmoulineaux-ernestrenan-9;STATION;48.8295855, 2.2836035;92130;Issy-les-Moulineaux/Ernest Renan/9;operational;;0;station;ok;nonexistent
113 boulevard Malesherbes;3;3;0;0;0;operational;Paris;;paris-malesherbes-113;STATION;48.8800947, 2.3134453;75008;Paris/Malesherbes/113;operational;;1;station;ok;nonexistent
1 rue des Nonnains d'Hyères;1;1;0;0;0;operational;Paris;;paris-nonnainsdhyeres-1;STATION;48.85378, 2.358089;75004;Paris/Nonnains d'Hyères/1;operational;;3;station;ok;nonexistent
86 avenue de la République;0;0;0;0;2;operational;Paris;;paris-republique-86;STATION;48.8641096, 2.3799691;75011;Paris/République/86;operational;;5;station;ok;nonexistent
54 rue Héricart;2;2;1;0;0;nonexistent;Paris;;paris-hericart-54;STATION;48.8490157, 2.2874011;75015;Paris/Héricart/54;operational;;0;station;ok;nonexistent
22 rue de Normandie;0;0;0;0;0;nonexistent;Asnières-sur-Seine;;asnieressurseine-normandie-22;STATION;48.9059332, 2.2852074;92600;Asnières-sur-Seine/Normandie/22;operational;;4;station;ok;nonexistent
1 avenue de Bois Préau;6;6;0;0;0;nonexistent;Rueil-Malmaison;;rueilmalmaison-boispreau-1;STATION;48.87681, 2.173765;92500;Rueil-Malmaison/Bois Préau/1;operational;;0;station;ok;nonexistent
63 avenue du 18 juin 1940;5;5;0;0;0;nonexistent;Rueil-Malmaison;;rueilmalmaison-18juin1940-63;STATION;48.8680715, 2.1930392;92500;Rueil-Malmaison/18 juin 1940/63;operational;;0;station;ok;nonexistent
10 avenue Élise Deroche;1;1;0;0;0;nonexistent;Le Bourget;;lebourget-elisederoche-10;STATION;48.93211, 2.426913;93350;Le Bourget/Élise Deroche/10;operational;;5;station;ok;nonexistent
133 rue Saint Jacques;4;4;1;1;0;operational;Paris;;paris-saintjacques-133;STATION;48.8469, 2.343399;75005;Paris/Saint Jacques/133;operational;;0;station;ok;nonexistent
42 rue Charles Moureu;0;0;0;0;1;operational;Paris;;paris-charlesmoureu-42;STATION;48.82847, 2.361255;75013;Paris/Charles Moureu/42;operational;;5;station;ok;nonexistent
14 rue Jouffroy d'Abbans;0;0;0;0;0;operational;Paris;;paris-jouffroydabbans-14;STATION;48.88676, 2.311893;75017;Paris/Jouffroy d'Abbans/14;operational;;1;station;ok;nonexistent
15 avenue du Général Laperrine;3;3;0;0;0;operational;Paris;;paris-generallaperrine-15;STATION;48.8345778, 2.4076458;75012;Paris/Laperrine/15;operational;;3;station;ok;nonexistent
1 avenue Dutuit;5;5;0;0;0;operational;Paris;;paris-dutuit-1;STATION;48.8662011, 2.3156932;75008;Paris/Dutuit/1;operational;;0;station;ok;nonexistent
47 rue de la Grange aux Belles;1;1;1;0;1;operational;Paris;;paris-grangeauxbelles-47;STATION;48.87569, 2.36801;75010;Paris/Grange aux Belles/47;operational;;2;station;ok;nonexistent
44 rue Paul Barruel;1;1;0;0;2;operational;Paris;;paris-paulbarruel-44;STATION;48.8373656, 2.3059905;75015;Paris/Paul Barruel/44;operational;;4;station;ok;nonexistent
98 avenue Albert 1er;4;4;0;0;0;nonexistent;Rueil-Malmaison;;rueilmalmaison-albert1er-98;STATION;48.8855277, 2.1719487;92500;Rueil-Malmaison/Albert 1er/98;operational;;1;station;ok;nonexistent
2 rue des Mathurins;3;3;0;0;0;nonexistent;Bagneux;;bagneux-mathurins-2;STATION;48.7920857, 2.3065992;92220;Bagneux/Mathurins/2;operational;;1;station;ok;nonexistent
3 avenue Paul Doumer;1;1;0;0;0;nonexistent;Rueil-Malmaison;;rueilmalmaison-pauldoumer-3;STATION;48.8839089, 2.1919207;92500;Rueil-Malmaison/Paul Doumer/3;operational;;5;station;ok;nonexistent
67 rue Mademoiselle;1;1;0;0;1;operational;Paris;;paris-mademoiselle-67;STATION;48.8434786, 2.2994811;75015;Paris/Mademoiselle/67;operational;;3;station;ok;nonexistent
130 rue de la Porte de Trivaux;3;3;0;0;0;nonexistent;Clamart;;clamart-portedetrivaux-130;STATION;48.784687, 2.236861;92140;Clamart/Porte de Trivaux/130;operational;;1;station;ok;nonexistent
15 boulevard Mortier;4;4;0;0;0;operational;Paris;;paris-mortier-15;STATION;48.8657, 2.408668;75020;Paris/Mortier/15;operational;;1;station;ok;nonexistent
188 boulevard Saint-Germain;2;2;0;0;0;operational;Paris;;paris-saintgermain-188;STATION;48.85461, 2.329982;75007;Paris/Saint-Germain/188;operational;;0;station;ok;nonexistent
77 rue Jules Michelet;0;0;0;0;0;nonexistent;Colombes;;colombes-julesmichelet-77;STATION;48.93237, 2.270769;92700;Colombes/Jules Michelet/77;broken;;0;station;closed;nonexistent
7 rue Nouvelle;3;3;0;0;1;operational;Drancy;;drancy-nouvelle-7;STATION;48.9241686, 2.4358951;93700;Drancy/Nouvelle/7;operational;;3;station;ok;nonexistent
18 rue Madame;0;0;0;0;0;nonexistent;Paris;;paris-madame-18;STATION;48.8507628, 2.3319002;75006;Paris/Madame/18;operational;;0;station;ok;nonexistent
14 rue Lavoisier;7;7;0;0;0;nonexistent;Nanterre;;nanterre-lavoisier-14;STATION;48.8951698, 2.1743332;92000;Nanterre/Lavoisier/14;operational;;0;station;ok;nonexistent
34 avenue du Cimetière Parisien;0;0;0;0;0;nonexistent;Pantin;;pantin-cimetiereparisien-34;STATION;48.9092769, 2.3988432;93500;Pantin/Cimetière Parisien/34;broken;;0;station;closed;nonexistent
10 rue Jean Nicot;0;0;0;0;0;nonexistent;Paris;;paris-jeannicot-10;STATION;48.8611286, 2.3069867;75007;Paris/Jean Nicot/10;operational;;3;station;ok;nonexistent
68 rue Paul Vaillant Couturier;5;5;0;0;0;nonexistent;Clamart;;clamart-paulvaillantcouturier-68;STATION;48.80476, 2.260038;92140;Clamart/Paul Vaillant Couturier/68;operational;;1;station;ok;nonexistent
36 rue du Temple;2;2;0;0;0;nonexistent;Paris;;paris-temple-36;STATION;48.8596689, 2.3542653;75004;Paris/Temple/36;operational;;1;station;ok;nonexistent
87 boulevard Beaumarchais;5;5;0;0;0;operational;Paris;;paris-beaumarchais-87;STATION;48.8589682, 2.3673798;75003;Paris/Beaumarchais/87;operational;;0;station;ok;nonexistent
118 avenue du Général De Gaulle;4;4;0;0;0;nonexistent;Clamart;;clamart-generaldegaulle-118;STATION;48.7905884, 2.2639525;92140;Clamart/De Gaulle/118;operational;;2;station;ok;nonexistent
4 rue de Colombes;4;4;0;0;0;nonexistent;Asnières-sur-Seine;;asnieressurseine-colombes-4;STATION;48.9120069, 2.2863503;92600;Asnières-sur-Seine/Colombes/4;operational;;1;station;ok;nonexistent
86 rue Pelleport;1;1;0;0;0;nonexistent;Paris;;paris-pelleport-86;STATION;48.8676044, 2.4021436;75020;Paris/Pelleport/86;operational;;3;station;ok;nonexistent
21 boulevard Bonne Nouvelle;3;3;0;0;0;nonexistent;Paris;;paris-bonnenouvelle-21;STATION;48.8703, 2.349722;75002;Paris/Bonne Nouvelle/21;operational;;0;station;ok;nonexistent
24 rue de Liège;0;0;0;0;1;operational;Paris;;paris-liege-24;STATION;48.8795963, 2.3263307;75008;Paris/Liège/24;operational;;2;station;ok;nonexistent
97 boulevard de Port-Royal;1;1;0;0;0;nonexistent;Paris;;paris-portroyal-97;STATION;48.8383124, 2.3408664;75014;Paris/Port-Royal/97;operational;;5;station;ok;nonexistent
6 rue Charles et Robert;2;2;0;0;1;operational;Paris;;paris-charlesetrobert-6;STATION;48.85317, 2.412055;75020;Paris/Charles et Robert/6;operational;;4;station;ok;nonexistent
1 rue du Pré Saint Gervais;0;0;0;0;0;nonexistent;Pantin;;pantin-presaintgervais-1;SPACE;48.890711, 2.4030061;93500;Pantin/Pré Saint Gervais/1;broken;;0;full_station;closed;nonexistent
47 rue Navier;1;1;0;0;2;operational;Paris;;paris-navier-47;STATION;48.8957574, 2.3242009;75017;Paris/Navier/47;operational;;4;station;ok;nonexistent
139 boulevard de Grenelle;4;4;0;0;0;operational;Paris;;paris-grenelle-139;STATION;48.8483434, 2.3010296;75015;Paris/Grenelle/139;operational;;0;station;ok;nonexistent
1 allée Parc Lagravère;6;6;0;0;0;nonexistent;Colombes;;colombes-parclagravere-1;STATION;48.92648, 2.234716;92700;Colombes/Parc Lagravère/1;operational;;1;station;ok;nonexistent
1 rue Pierre Chausson;0;0;0;0;0;nonexistent;Paris;;paris-pierrechausson-1;STATION;48.8702567, 2.3600462;75010;Paris/Pierre Chausson/1;operational;;3;station;ok;nonexistent
3 Rue Saint Roch;2;2;0;0;0;nonexistent;Paris;;paris-saintroch-3;STATION;48.8642939, 2.3314856;75001;Paris/Saint Roch/3;operational;;0;station;ok;nonexistent
44 avenue du Capitaine Glarner;1;1;0;0;0;nonexistent;Saint-Ouen;;saintouen-capitaineglarner-44;STATION;48.90368, 2.329361;93400;Saint-Ouen/Capitaine Glarner/44;operational;;5;station;ok;nonexistent
1 avenue Émile Laurent;1;1;0;0;2;operational;Paris;;paris-emilelaurent-1;STATION;48.84071, 2.409631;75012;Paris/Émile Laurent/1;operational;;3;station;ok;nonexistent
2 rue Ponceau;2;2;0;0;0;nonexistent;Meudon;;meudon-ponceau-2;STATION;48.8124566, 2.2378816;92190;Meudon/Ponceau/2;operational;;2;station;ok;nonexistent
1 place de Finlande;2;2;0;0;0;nonexistent;Colombes;;colombes-finlande-1;STATION;48.93164, 2.260197;92700;Colombes/Finlande/1;operational;;4;station;ok;nonexistent
21 rue Pierre Brossolette;0;0;0;0;0;nonexistent;Levallois-Perret;Station en parking (niv -1), accès rue Marjolin;levalloisperret-marjolin-parking;PARKING;48.89545, 2.29222;92300;Levallois-Perret/Marjolin/Parking;operational;;5;station;ok;nonexistent
55 avenue de Valenton;0;0;0;0;0;nonexistent;Limeil-Brévannes;;limeilbrevannes-valenton-55;STATION;48.74356, 2.504422;94450;Limeil-Brévannes/Valenton/55;operational;;4;station;ok;nonexistent
12 rue Lavoisier;4;4;0;0;0;nonexistent;Limeil-Brévannes;;limeilbrevannes-lavoisier-12;STATION;48.73963, 2.490184;94450;Limeil-Brévannes/Lavoisier/12;operational;;1;station;ok;nonexistent
1 rue Boulard;1;1;0;0;0;operational;Paris;;paris-boulard-1;STATION;48.8348549, 2.3297831;75014;Paris/Boulard/1;operational;;2;station;ok;nonexistent
178 avenue de Versailles;6;6;0;0;0;nonexistent;Paris;Station en parking (niv -1), accès av. de Versailles;paris-versaillesreynaud-parking;PARKING;48.83964, 2.2625;75016;Paris/Versailles Reynaud/Parking;operational;;0;station;ok;nonexistent
